,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
MME,12.157512435796633,0.0016900160764989705,"[(1.2086306472565999e-15, 8), (0.7593770985348154, 1), (0.85730452475317, 1), (0.8573045247525892, 1), (0.5108609585466917, 1), (0.759377098534823, 1), (0.5590851567674119, 1), (0.5590851567674849, 1), (0.8573045247512787, 1), (0.5590851567676082, 1), (0.8573045247523448, 1), (0.7593770985348219, 1), (0.7593770985348198, 1), (0.5108609585466879, 1), (0.5590851567674838, 1), (0.5590851567683878, 1), (0.8083408116439748, 1), (0.30188943292231984, 1), (0.5108609585467019, 1), (0.7593770985348317, 1), (0.5590851567674725, 1), (0.5590851567674897, 1)]",Fatty Acid Metabolism,methylmalonyl-CoA epimerase,"['Rv1322A', 'Rv0855', 'Rv1143']",mmcoa__R_c <-- 0.001 aqcobal_c + mmcoa__S_c,
PDIMAT,11.016049282617544,0.0025926564681365205,"[(0.9999999999999835, 14), (0.2151929819758852, 1), (0.6600690713142285, 1), (0.6561462109445211, 1), (0.6561462109443936, 1), (0.6708510338805178, 1), (0.6561462109445242, 1), (0.48203148566093, 1), (0.48203148566083903, 1), (0.6003952488791938, 1), (0.5253229294999774, 1), (0.5705346080340847, 1), (0.4820314856609381, 1), (0.6561462109445093, 1), (0.48203148566093035, 1), (0.5705346080340981, 1)]",Transport,pdima translocase,"['Rv2937', 'Rv2938', 'Rv2942', 'Rv2945c', 'Rv2936']",pdima_c --> pdima_e,"['Rv2936', 'Rv2937', 'Rv2938']"
RNDR4,9.509034633758615,0.0046755032462549315,"[(0.5192990092145081, 15), (0.5865498348690847, 10), (0.4520481835599315, 1), (0.7067250825654577, 1), (0.46637458717271174, 1), (0.34619933947633874, 1)]",Purine and Pyrimidine Biosynthesis,ribonucleoside-diphosphate reductase (UDP),"['Rv1981c', 'Rv3048c', 'Rv0570', 'Rv3051c']",trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,
MAS3,9.472644704166461,0.004744327622815204,"[(0.4545454545454546, 3), (0.6060606060606061, 2), (0.3712121212121212, 2), (0.5454545454545455, 2), (0.5909090909090909, 1), (0.6666666666666667, 1), (0.8787878787878789, 1), (0.446969696969697, 1), (0.6818181818181819, 1), (0.7007575757575758, 1), (0.4204545454545455, 1), (0.696969696969697, 1), (0.48484848484848486, 1), (0.24242424242424246, 1), (0.3295454545454546, 1), (0.6098484848484849, 1), (0.2878787878787879, 1), (0.393939393939394, 1), (0.5037878787878788, 1), (0.6363636363636365, 1), (0.12121212121212122, 1), (0.40151515151515155, 1), (0.5984848484848485, 1), (0.625, 1)]",Lipid metabolism,MAS3,['Rv2940c'],mas_c + pmtcoa_c --> coa_c + hdcaMAS_c,
PEAMNO,9.178859040702854,0.005342041153018563,"[(0.9999999999998255, 5), (0.9999999999998256, 5), (0.33988750346092733, 1), (0.4373174722547445, 1), (0.4897112479404224, 1), (0.6709551990639182, 1), (0.7683851678574731, 1), (0.5856697002187115, 1), (0.7698566843728387, 1), (0.5856697002187243, 1), (0.20570264011237216, 1), (0.20570264011237838, 1), (0.4373174722547417, 1), (0.5735252302698175, 1), (0.9999999999998257, 1), (0.8178359105121321, 1), (0.4373174722547353, 1), (0.7698566843729825, 1), (0.5856697002187234, 1), (0.5376904740795678, 1), (0.20570264011238348, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",PEAMNO,['none'],h2o_c + o2_c + peamn_c --> h2o2_c + nh4_c + pacald_c,
YUMPS,9.0,0.005745712642685752,"[(0.010650470909250944, 29)]",Purine and Pyrimidine Biosynthesis,yUMP synthetase,"['Rv2793c', 'Rv3300c']",r5p_c + ura_c <=> h2o_c + psd5p_c,
CHCD,9.0,0.005745712642685752,"[(0.9999999999999996, 12), (0.9999999999999994, 8), (0.9999999999999993, 6), (0.9999999999999997, 1), (1.0, 1), (0.9999999999999998, 1)]",Cholesterol degradation,MNXR22345,[],hipohcoa_c + nad_c --> h_c + hipocoa_c + nadh_c,
G16MTM8,7.574016368044856,0.010451662287503705,"[(0.9844357976653697, 15), (0.9922178988326849, 5), (0.9766536964980546, 5), (0.9883268482490273, 3), (1.0, 1)]",Fatty Acid Metabolism,G16MTM8,[],PIM3_c + gdpmann_c --> PIM4_c + gdp_c + h_c,
PRCOA1,7.11026504440874,0.01278907933794645,"[(0.6842105263157895, 6), (0.736842105263158, 4), (0.7894736842105263, 4), (0.631578947368421, 3), (0.5789473684210527, 3), (0.26315789473684215, 2), (0.8947368421052632, 2), (0.368421052631579, 1), (0.4736842105263158, 1), (0.9473684210526316, 1), (0.052631578947368474, 1), (0.8421052631578947, 1)]",Cholesterol degradation,MNXR76960,['Rv3540c'],hcholc3coa_c --> andrstndn_c + 4.0 h_c + ppcoa_c,
NADDP,6.896368459223511,0.014055121483256876,"[(0.9999999999999987, 5), (1.0, 3), (0.9999999999999993, 3), (0.5701827187315927, 2), (0.999999999999999, 2), (0.5701827187315919, 2), (0.12718299833416147, 2), (0.999999999999998, 1), (0.5701827187315929, 1), (0.5701827187315917, 1), (0.1271829983341638, 1), (0.5701827187315935, 1), (0.1271829983341647, 1), (0.12718299833416347, 1), (0.9999999999999983, 1), (0.5701827187315942, 1), (0.12718299833416202, 1)]",Nicotinate and nicotinamide metabolism,NAD diphosphatase,['Rv3199c'],h2o_c + nad_c --> amp_c + h_c + nmn_c,
DRBK,6.665563961881794,0.01557715422687149,"[(0.6168831168831169, 9), (0.6201298701298702, 3), (0.6136363636363636, 3), (0.6038961038961039, 2), (0.6103896103896105, 2), (0.6558441558441559, 2), (0.6428571428571429, 2), (0.6298701298701299, 2), (0.6266233766233766, 1), (0.6006493506493507, 1), (0.6233766233766234, 1), (0.6363636363636364, 1)]",Pentose Phosphate Pathway,Deoxyribokinase,[],2dr5p_c + adp_c + h_c <=> atp_c + drib_c,
PDIMAS,6.120903523562996,0.01993719461257479,"[(0.36476426799007444, 10), (0.3176178660049628, 8), (0.5235732009925558, 5), (0.39702233250620345, 3), (0.3573200992555831, 1), (0.0, 1), (0.1588089330024814, 1)]",Membrane Metabolism,PDIMAS,"['Rv2939', 'Rv2941']",2.0 h_c + phthiocerol_c + 2.0 tamocta_c --> 2.0 h2o_c + pdima_c,
GLGB,5.985221674876843,0.021221436656239125,"[(0.5, 18), (0.0, 5), (0.25, 5), (0.75, 1)]",Starch and sucrose metabolism,MNXR80417,"['Rv3031', 'Rv1326c']",14glucan_c --> glycogen_c,
FASm240,5.923084756232501,0.021839737626963562,"[(0.425531914893617, 4), (0.4042553191489362, 3), (0.4170212765957447, 2), (0.45531914893617026, 2), (0.46382978723404256, 2), (0.39148936170212767, 2), (0.4, 1), (0.48085106382978726, 1), (0.4063829787234043, 1), (0.4446808510638298, 1), (0.4297872340425532, 1), (0.3574468085106383, 1), (0.474468085106383, 1), (0.4085106382978724, 1), (0.3829787234042553, 1), (0.4191489361702128, 1), (0.46595744680851064, 1), (0.4510638297872341, 1), (0.3872340425531915, 1), (0.4212765957446809, 1)]",Membrane Metabolism,FASm240,['Rv2940c'],3.0 h_c + mbhn_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + dmlgnc_c + h2o_c + 2.0 nadp_c,
GMHEPK,5.788995585598715,0.02324272934333012,"[(0.9999999999999993, 9), (0.9999999999999992, 5), (0.9999999999999996, 3), (0.9999999999999994, 3), (0.999999999999999, 2), (0.9999999999999997, 1), (0.4411052874277236, 1), (0.9197538959963067, 1), (0.8370466546036097, 1), (0.9999999999999986, 1), (0.0, 1), (0.9999999999999991, 1)]",Membrane Metabolism,,['Rv0115'],atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c,
DMPPS,5.680427067781241,0.024451583534802188,"[(0.5921963389434141, 4), (0.5929166227209025, 3), (0.5943571902758794, 2), (0.5965180416083448, 1), (0.5823143957455621, 1), (0.5881820740999749, 1), (0.5907557713884372, 1), (0.5967288578773553, 1), (0.521467974286944, 1), (0.6084642145861809, 1), (0.5864340687235065, 1), (0.5859158146330044, 1), (0.5900354876109487, 1), (0.6144373010750991, 1), (0.48800990953693535, 1), (0.6060442362084646, 1), (0.5903429254324403, 1), (0.601050560542286, 1), (0.5885949200559718, 1), (0.3415024071995519, 1), (0.5934831875876452, 1), (0.5904966443431862, 1), (0.6017708443197745, 1)]",Cofactor and Prosthetic Group Biosynthesis,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),['Rv1110'],h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,
2MIL,5.308834037938991,0.02914482818097429,"[(0.9999999999996321, 19), (0.9999999999996322, 2), (0.0, 1), (0.999999999999632, 1), (0.9999999999996189, 1), (0.9999999999996325, 1), (0.9999999999996314, 1), (0.9999999999997637, 1), (0.9999999999996319, 1), (0.07840377146675337, 1)]",Propanoate Metabolism,,['Rv0467'],micit_c --> pyr_c + succ_c,
FAD_4,5.269868619166062,0.029692018763343663,"[(0.4441491030246638, 1), (2.8976820942716586e-14, 1), (0.44414910302456967, 1), (0.3734783167193878, 1), (0.9999999999999999, 1), (0.9999999999999971, 1), (0.999999999999998, 1), (0.37347831671963394, 1), (0.519291974928592, 1), (0.5192919749283622, 1), (0.44414910302464206, 1), (0.519291974928384, 1), (0.30057148761488306, 1), (0.4441491030246457, 1), (0.9999999999999908, 1), (0.14804970100822668, 1), (0.14804970100820491, 1), (0.37347831671937615, 1), (0.519291974928364, 1), (0.5192919749269775, 1), (3.2529534621517087e-14, 1), (0.5921988040327385, 1), (0.5435942512968306, 1), (0.37347831671936693, 1), (0.14804970100823023, 1), (0.5192919749283803, 1), (0.373478316719395, 1), (0.5192919749283659, 1), (0.1480497010082248, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv1323', 'Rv0972c', 'Rv0468', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + doscoa_c + fad_c + nad_c --> accoa_c + eiscoa_c + fadh2_c + nadh_c,"['Rv3139', 'Rv3516']"
FAD_6,5.269868619166051,0.029692018763343844,"[(1.0, 2), (0.4441491030246647, 1), (2.90878432451791e-14, 1), (0.44414910302457067, 1), (0.3734783167193886, 1), (0.9999999999999991, 1), (0.3734783167196347, 1), (0.5192919749285931, 1), (0.5192919749283633, 1), (0.44414910302464305, 1), (0.519291974928385, 1), (0.3005714876148836, 1), (0.4441491030246467, 1), (0.9999999999999928, 1), (0.148049701008227, 1), (0.14804970100820525, 1), (0.3734783167193769, 1), (0.5192919749283651, 1), (0.5192919749269785, 1), (3.2529534621517087e-14, 1), (0.5921988040327397, 1), (0.5435942512968317, 1), (0.3734783167193677, 1), (0.14804970100823056, 1), (0.5192919749283813, 1), (0.3734783167193959, 1), (0.5192919749283669, 1), (0.14804970100822512, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv1323', 'Rv0972c', 'Rv0468', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + fad_c + nad_c + octdcoa_c --> accoa_c + fadh2_c + hexdcoa_c + nadh_c,"['Rv3139', 'Rv3516']"
FAD_20,5.269868619166048,0.029692018763343844,"[(0.9999999999999676, 4), (0.44414910302465027, 1), (3.0531133177191805e-14, 1), (0.4441491030245579, 1), (0.37347831671937837, 1), (0.3734783167196234, 1), (0.5192919749285769, 1), (0.5192919749283472, 1), (0.44414910302462685, 1), (0.5192919749283682, 1), (0.30057148761487507, 1), (0.44414910302463484, 1), (0.14804970100822312, 1), (0.14804970100820003, 1), (0.3734783167193648, 1), (0.5192919749283491, 1), (0.5192919749269628, 1), (3.26405569239796e-14, 1), (0.5921988040327196, 1), (0.5435942512968166, 1), (0.37347831671935616, 1), (0.14804970100822512, 1), (0.5192919749283654, 1), (0.37347831671938314, 1), (0.519291974928352, 1), (0.14804970100822124, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv0972c', 'Rv0468', 'Rv1323', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + fad_c + nad_c + nodcoa_c --> accoa_c + fadh2_c + hepdcoa_c + nadh_c,"['Rv3139', 'Rv3516']"
FAD_3,5.269868619166045,0.029692018763343844,"[(0.9999999999999991, 2), (0.4441491030246647, 1), (2.90878432451791e-14, 1), (0.44414910302457067, 1), (0.3734783167193886, 1), (1.0, 1), (0.3734783167196347, 1), (0.5192919749285931, 1), (0.5192919749283633, 1), (0.44414910302464305, 1), (0.519291974928385, 1), (0.3005714876148836, 1), (0.4441491030246467, 1), (0.9999999999999946, 1), (0.148049701008227, 1), (0.14804970100820525, 1), (0.3734783167193769, 1), (0.5192919749283651, 1), (0.5192919749269785, 1), (3.2529534621517087e-14, 1), (0.5921988040327397, 1), (0.5435942512968317, 1), (0.3734783167193677, 1), (0.14804970100823056, 1), (0.5192919749283813, 1), (0.3734783167193959, 1), (0.5192919749283669, 1), (0.14804970100822512, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv1323', 'Rv0972c', 'Rv0468', 'Rv0859', 'Rv1935c', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + fad_c + nad_c + tetscoa_c --> accoa_c + doscoa_c + fadh2_c + nadh_c,"['Rv3139', 'Rv3516']"
FAD_25,5.269868619166045,0.029692018763343844,"[(0.9999999999999982, 3), (0.4441491030246647, 1), (2.90878432451791e-14, 1), (0.44414910302457067, 1), (0.3734783167193886, 1), (1.0, 1), (0.3734783167196347, 1), (0.5192919749285931, 1), (0.5192919749283633, 1), (0.44414910302464305, 1), (0.519291974928385, 1), (0.3005714876148836, 1), (0.4441491030246467, 1), (0.148049701008227, 1), (0.14804970100820525, 1), (0.3734783167193769, 1), (0.5192919749283651, 1), (0.5192919749269785, 1), (3.2529534621517087e-14, 1), (0.5921988040327397, 1), (0.5435942512968317, 1), (0.3734783167193677, 1), (0.14804970100823056, 1), (0.5192919749283813, 1), (0.3734783167193959, 1), (0.5192919749283669, 1), (0.14804970100822512, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv1323', 'Rv0972c', 'Rv0468', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + fad_c + nad_c + nndccoa_c --> accoa_c + fadh2_c + hepcoa_c + nadh_c,"['Rv3139', 'Rv3516']"
FAD_26,5.269868619166045,0.029692018763343844,"[(0.9999999999999982, 3), (0.4441491030246647, 1), (2.90878432451791e-14, 1), (0.44414910302457067, 1), (0.3734783167193886, 1), (1.0, 1), (0.3734783167196347, 1), (0.5192919749285931, 1), (0.5192919749283633, 1), (0.44414910302464305, 1), (0.519291974928385, 1), (0.3005714876148836, 1), (0.4441491030246467, 1), (0.148049701008227, 1), (0.14804970100820525, 1), (0.3734783167193769, 1), (0.5192919749283651, 1), (0.5192919749269785, 1), (3.2529534621517087e-14, 1), (0.5921988040327397, 1), (0.5435942512968317, 1), (0.3734783167193677, 1), (0.14804970100823056, 1), (0.5192919749283813, 1), (0.3734783167193959, 1), (0.5192919749283669, 1), (0.14804970100822512, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv1323', 'Rv0972c', 'Rv0468', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + fad_c + hepcoa_c + nad_c --> accoa_c + fadh2_c + nadh_c + ptcoa_c,"['Rv3139', 'Rv3516']"
FAD_5,5.269868619166041,0.029692018763343972,"[(1.0, 2), (0.4441491030246647, 1), (2.90878432451791e-14, 1), (0.44414910302457067, 1), (0.3734783167193886, 1), (0.9999999999999991, 1), (0.3734783167196347, 1), (0.5192919749285931, 1), (0.5192919749283633, 1), (0.44414910302464305, 1), (0.519291974928385, 1), (0.3005714876148836, 1), (0.4441491030246467, 1), (0.9999999999999946, 1), (0.148049701008227, 1), (0.14804970100820525, 1), (0.3734783167193769, 1), (0.5192919749283651, 1), (0.5192919749269785, 1), (3.2529534621517087e-14, 1), (0.5921988040327397, 1), (0.5435942512968317, 1), (0.3734783167193677, 1), (0.14804970100823056, 1), (0.5192919749283813, 1), (0.3734783167193959, 1), (0.5192919749283669, 1), (0.14804970100822512, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv1323', 'Rv0972c', 'Rv0468', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + eiscoa_c + fad_c + nad_c --> accoa_c + fadh2_c + nadh_c + octdcoa_c,"['Rv3139', 'Rv3516']"
