,0
FAS140_max,0.0
CIGAMS_min,0.0
FAS120_max,0.0
CYO1b_max,0.0
FAS100_max,0.0
CYO1b_min,0.0
CYSK2_I_max,0.0
CYSM_II_max,0.0
FAS161_max,0.0
FAD_6_min,0.0
FAD_6_max,0.0
FAD_5_min,0.0
FAD_5_max,0.0
FAD_4_min,0.0
FAD_4_max,0.0
CYSK2_I_min,0.0
CHSTEROLt_min,0.0
FAS181_min,0.0
CYSM_II_min,0.0
NARK_min,0.0
NAGINSP_min,0.0
NADH9_min,0.0
NADH10_min,0.0
APRAUR_min,0.0
MYCSacp58_min,0.0
MYCSacp56_min,0.0
FAS181_max,0.0
MYC1M1_min,0.0
HEMEOS_min,0.0
FBPA_min,0.0
FAS80_L_min,0.0
FAS80_L_max,0.0
FAS260_min,0.0
FAS240_L_min,0.0
CHSTEROLt_max,0.0
MSHS_min,0.0
FAD_2_min,0.0
ACChex_min,0.0
FAD_27_min,0.0
DHFS_min,0.0
TDPDRR_min,0.0
ECHA191_max,0.0
ECHA191_min,0.0
ECHA192_max,0.0
DCPT_min,0.0
ECHA192_min,0.0
EMB_min,0.0
DCPE_min,0.0
ACCC_min,0.0
ACCOAC_min,0.0
FAD_2_max,0.0
FAD_1_min,0.0
FAD_20_max,0.0
FAD_20_min,0.0
FAD_1_max,0.0
FAD_21_min,0.0
FAD_24_min,0.0
FAD_21_max,0.0
FAD_24_max,0.0
FAD_26_max,0.0
FAD_23_min,0.0
FAD_26_min,0.0
FAD_25_max,0.0
FAD_23_max,0.0
FAD_27_max,0.0
FAD_22_min,0.0
FAD_22_max,0.0
FAD_25_min,0.0
FAD_7_max,1.272654935119183e-17
FAS180_max,1.9625645006243652e-17
FAS160_min,-1.0558539798802794e-16
FAS160_max,5.182031397062831e-17
MCOATA_max,0.025900827472690277
KGD2_max,-0.2627823487735335
VPAMTr_max,0.05166147413431384
PHETA1_max,0.05166147413431384
TYRTA_max,0.051661474134313885
PPDIMAT_min,0.05998139141683495
PREPTHS2_min,0.05998139141683495
PGCD_min,0.013373703524768393
NARK_max,0.06822686874355502
MCOATA_min,0.06895775756421045
PGCD_max,0.025376427887626028
KGD2_min,-0.2160207550738587
CAT_min,-0.08646932697063092
ASNt2r_max,0.0
ASPt2r_max,-2.5476126141052526e-17
Kabc_min,0.0
Kabc_max,0.06407097335222921
ALAR_min,0.10586127561267625
OXCDC_max,0.14151010649961698
MAN1PT2_min,0.15829829923655625
MYC1M2_min,0.15390930378063378
OXCDC_min,0.1738201643357758
PPDIMAT_max,0.16382255793508982
PREPTHS2_max,0.16382255793508982
PDIMAT_max,0.16382255793508993
FACOAL200_max,0.16382255793508993
PREPTHS_max,0.16382255793508993
NNAM_min,0.22898048325309767
CYST_II_min,0.1686511835313295
DHPPDA_min,0.0
DHPPDA2_min,0.0
NADH2r_min,0.1274077934774838
MAN1PT_min,0.17940628116388627
FAS200_max,0.18545090744400575
ALAR_max,-0.033607239161738287
MYCSacp50_min,0.18661314556433292
MYCSacp56_max,0.038593749738142724
FBPA_max,0.0
DHFR_max,0.1450960907303709
DHPPDA_max,0.0
MAN1PT2_max,0.0
TMDS_min,0.21048447905696513
DHFR_min,-0.14211659539664634
DHPPDA2_max,0.0
ALAD_L_max,0.056574588581879665
MYC1M1_max,0.0
HEMEOS_max,0.0
MYC1M2_max,0.0
MSHS_max,0.0
CIGAMS_max,0.0
NAGINSP_max,0.0
MYCSacp50_max,0.0
ACChex_max,0.0
ACCC_max,0.0
DCPT_max,0.0
DCPE_max,0.0
APRAUR_max,0.0
FAS260_max,0.0
FAS240_L_max,0.0
MYCSacp58_max,0.0
DHFS_max,0.0
TDPDRR_max,0.0
EMB_max,0.0
MAN1PT_max,0.2387069291341915
PPCOAC_max,0.24564118074427835
CHORS_max,-0.02790273008352846
ACCOAC_max,0.28094067008323603
FACOAL140_max,0.29121521536137396
FACOALPREPH_max,0.2921095349368726
FACOAL180_max,0.2955955712346781
MCD_max,0.0
CYST_II_max,0.34008414432631145
TMDS_max,0.1450960907303709
NNAM_max,0.5901599247580918
