,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
FAD_13,6.947963807829964,0.018710947981743945,"[(0.00042207114692484175, 4), (0.006719930270415635, 3), (0.025613507640888013, 2), (0.000422071146989249, 2), (0.05093878635342712, 1), (0.09430818900357485, 1), (0.00042207114698767045, 1), (0.00042207114692566867, 1), (0.013017789393950777, 1), (0.050088187331854016, 1)]",Fatty Acid Metabolism,,"['Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv0972c', 'Rv1323', 'Rv0468', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c', 'Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c']",butcoa_c + coa_c + fad_c + 3.0 h2o_c + nad_c --> 2.0 accoa_c + fadh2_c + 3.0 h_c + nadh_c,"['Rv3139', 'Rv3516']"
FAD_12,6.947963807829858,0.018710947981744698,"[(0.0004220711469248417, 4), (0.006719930270415635, 3), (0.00042207114698924894, 3), (0.025613507640888013, 2), (0.050938786353427114, 1), (0.09430818900357485, 1), (0.00042207114692597143, 1), (0.013017789393950999, 1), (0.050088187331854016, 1)]",Fatty Acid Metabolism,,"['Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv0972c', 'Rv1323', 'Rv0468', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c', 'Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c']",coa_c + fad_c + hexcoa_c + nad_c --> accoa_c + butcoa_c + fadh2_c + nadh_c,"['Rv3139', 'Rv3516']"
MMCD,6.270457460841688,0.02430882321446154,"[(0.0, 6), (0.011809663827757978, 1), (0.011809663827774597, 1), (0.012079504878040088, 1), (0.005236522991593716, 1), (0.0052365229915687025, 1), (0.005236522991568711, 1), (0.005236522991560469, 1), (0.0052365229915726855, 1), (0.005236522991569592, 1), (0.011809663827757977, 1), (0.0120795048780403, 1)]",Fatty Acid Metabolism,Methylmalonyl-CoA decarboxylase,['Rv3799c'],h_c + mmcoa__S_c --> co2_c + ppcoa_c,
PPCOAC,6.203568776300955,0.02495976694673031,"[(0.005504878599630256, 6), (0.012076246211078851, 5), (0.0002697682557325034, 1), (0.0002697682557120445, 1), (0.000269768255735017, 1), (0.00026976825573466574, 1), (0.0002697682557330863, 1), (0.0002697682557323321, 1)]",Propanoate metabolism,Propionyl-CoA carboxylase,"['Rv3281', 'Rv3280', 'Rv3285']",atp_c + hco3_c + ppcoa_c --> adp_c + h_c + mmcoa__S_c + pi_c,['Rv3280']
PMANM,6.149228288095298,0.02550346677480892,"[(0.8906377553939819, 1), (0.9333682656288147, 1), (0.890674889087677, 1), (0.944007158279419, 1), (0.8906750082969666, 1), (0.8812444806098938, 1), (0.9523031711578369, 1), (0.8815795183181763, 1), (0.8816125392913818, 1), (0.8816118240356445, 1), (0.8917936086654663, 1), (0.8917994499206543, 1), (0.8527435660362244, 1), (0.8906753659248352, 1), (0.8906749486923218, 1), (0.8906750679016113, 1), (0.8939841985702515, 1)]",Fructose and mannose metabolism,phosphomannomutase,"['Rv3308', 'Rv3257c']",man1p_c <=> man6p_c,
ACChex,5.963959689159289,0.027462953644540555,"[(0.6380552053451538, 2), (0.6732264757156372, 1), (0.13123691082000732, 1), (0.6380473375320435, 1), (0.023326396942138672, 1), (0.6608089208602905, 1), (0.0, 1), (0.6633895635604858, 1), (0.6634870767593384, 1), (0.663537859916687, 1), (0.6944401264190674, 1), (0.6906092166900635, 1), (0.7448595762252808, 1), (0.6170535087585449, 1), (0.8056643009185791, 1), (0.6556819677352905, 1)]",Fatty Acid Metabolism,ACChex,['Rv3280'],coa_c + 2.0 h_c + hexc_c --> h2o_c + hexccoa_c,['Rv3280']
TAG,5.945555800258989,0.02766695129093303,"[(0.7349539434061534, 10), (0.0, 2), (0.824070652019245, 2), (0.1233371583435483, 1), (0.6821954625759913, 1), (1.0, 1)]",Fatty acid biosynthesis,MNXR87026,"['Rv3233c', 'Rv3480c', 'Rv3371', 'Rv0221', 'Rv3234c', 'Rv3734c', 'Rv3130c', 'Rv2484c', 'Rv1760', 'Rv0895', 'Rv3088', 'Rv2285', 'Rv1425', 'Rv3740c', 'Rv3087']",10.0 12dgr_TB_c + arachcoa_c + hexccoa_c + nodcoa_c + pentdcoa_c + 2.0 pmtcoa_c + 3.0 stcoa_c --> 10.0 coa_c + 10.0 tag_TB_c,
LIPY,5.945555800258969,0.027666951290933245,"[(0.7349539434061535, 10), (0.0, 2), (0.8240706520192451, 2), (0.12333715834354841, 1), (0.6821954625759914, 1), (1.0, 1)]",Lipid metabolism,LIPY,['Rv3097c'],10.0 h2o_c + 9.0 tag_TB_c --> 9.0 12dgr_TB_c + arach_c + 2.0 hdca_c + 2.0 hexc_c + 4.0 ocdca_c,
MECDPDH,5.495367642912974,0.03324955729923846,"[(0.09557574987411499, 1), (0.02410978078842163, 1), (0.07915627956390381, 1), (0.010656297206878662, 1), (0.07915937900543213, 1), (0.0769532322883606, 1), (0.0, 1), (0.09083932638168335, 1), (0.09077727794647217, 1), (0.09080207347869873, 1), (0.07928067445755005, 1), (0.07733684778213501, 1), (0.12787717580795288, 1), (0.07458335161209106, 1), (0.07915949821472168, 1), (0.0791594386100769, 1), (0.07912659645080566, 1)]",Polyprenyl Metabolism,MECDPDH,[],2mecdp_c + h_c --> h2mb4p_c + h2o_c,
BKDC,5.291474355041614,0.036201865350337495,"[(1.868262292491926e-12, 1), (1.91044146338005e-12, 1), (0.9999999999919984, 1), (0.9999999999815309, 1), (0.8965576739033684, 1), (0.9999999999935725, 1), (0.9999999999807534, 1), (0.9999999999929978, 1), (0.9999999999934379, 1), (0.9999999999927366, 1), (0.9999999999940272, 1), (0.9999999999930939, 1), (0.9999999999967767, 1), (0.9999999999923436, 1), (0.9999999999900014, 1), (0.9999999999919985, 1), (1.8677615036848127e-12, 1)]",Lipid metabolism,BKDC,['Rv2495c'],2mpdhl_c + coa_c + h_c <=> dhlam_c + ibcoa_c,
BKDA2,5.291474355041613,0.036201865350337495,"[(0.0, 3), (0.9999999999919983, 1), (0.999999999981531, 1), (0.896557673903175, 1), (0.9999999999935726, 1), (0.9999999999807533, 1), (0.9999999999929978, 1), (0.9999999999934378, 1), (0.9999999999927365, 1), (0.9999999999940271, 1), (0.9999999999930939, 1), (0.9999999999967766, 1), (0.9999999999923436, 1), (0.9999999999900027, 1), (0.9999999999919985, 1)]",Lipid metabolism,BKDA2,"['Rv2496c', 'Rv2497c']",3mob_c + lpam_c --> 2mpdhl_c + co2_c,
3HBCOAHL,5.291474355041609,0.03620186535033759,"[(1.868254165148813e-12, 1), (1.910433336036937e-12, 1), (0.9999999999919984, 1), (0.9999999999815311, 1), (0.8965576739033684, 1), (0.9999999999935727, 1), (0.9999999999807534, 1), (0.9999999999929979, 1), (0.9999999999934379, 1), (0.9999999999927367, 1), (0.9999999999940271, 1), (0.9999999999930939, 1), (0.9999999999967766, 1), (0.9999999999923437, 1), (0.9999999999900016, 1), (0.9999999999919986, 1), (1.8677533763417e-12, 1)]","Valine, Leucine, and Isoleucine Metabolism",3-hydroxyisobutyryl-CoA hydrolase,['Rv1071c'],3hibutcoa_c + h2o_c --> 3hmp_c + coa_c + h_c,
ECOAH12,5.291474355041594,0.03620186535033782,"[(1.868254165148813e-12, 1), (1.910433336036937e-12, 1), (0.9999999999919984, 1), (0.9999999999815311, 1), (0.8965576739033682, 1), (0.9999999999935725, 1), (0.9999999999807534, 1), (0.9999999999929978, 1), (0.9999999999934378, 1), (0.9999999999927367, 1), (0.999999999994027, 1), (0.9999999999930939, 1), (0.9999999999967767, 1), (0.9999999999923437, 1), (0.9999999999900014, 1), (0.9999999999919985, 1), (1.8677533763417e-12, 1)]","Valine, Leucine, and Isoleucine Metabolism",3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA) (mitochondria),"['Rv1472', 'Rv1070c', 'Rv2486', 'Rv3774', 'Rv0905']",2mp2coa_c + h2o_c --> 3hibutcoa_c,
FADE233,5.291474355041594,0.03620186535033782,"[(1.868254165148813e-12, 1), (1.910433336036937e-12, 1), (0.9999999999919984, 1), (0.9999999999815309, 1), (0.8965576739033684, 1), (0.9999999999935725, 1), (0.9999999999807534, 1), (0.9999999999929978, 1), (0.9999999999934379, 1), (0.9999999999927366, 1), (0.9999999999940272, 1), (0.9999999999930939, 1), (0.9999999999967767, 1), (0.9999999999923436, 1), (0.9999999999900014, 1), (0.9999999999919985, 1), (1.8677533763417e-12, 1)]",Lipid metabolism,R02661,['Rv3140'],fad_c + ibcoa_c --> 2mp2coa_c + fadh2_c,
3HIBD,5.291474355041589,0.03620186535033787,"[(1.868254165148813e-12, 1), (1.910433336036937e-12, 1), (0.9999999999919986, 1), (0.999999999981531, 1), (0.8965576739033685, 1), (0.9999999999935727, 1), (0.9999999999807534, 1), (0.9999999999929979, 1), (0.9999999999934378, 1), (0.9999999999927367, 1), (0.9999999999940272, 1), (0.999999999993094, 1), (0.9999999999967767, 1), (0.9999999999923437, 1), (0.9999999999900016, 1), (0.9999999999919987, 1), (1.867282090761049e-12, 1)]",Alternate Carbon Metabolism,,['Rv0751c'],3hmp_c + nad_c --> 2mop_c + h_c + nadh_c,
MMSAD1,5.291474355041584,0.03620186535033801,"[(0.9999999999919986, 2), (1.868254165148813e-12, 1), (1.910433336036937e-12, 1), (0.9999999999815311, 1), (0.8965576739033685, 1), (0.9999999999935727, 1), (0.9999999999807534, 1), (0.9999999999929979, 1), (0.9999999999934379, 1), (0.9999999999927367, 1), (0.9999999999940272, 1), (0.999999999993094, 1), (0.9999999999967767, 1), (0.9999999999923437, 1), (0.9999999999900017, 1), (1.8667563522175556e-12, 1)]",Alternate Carbon Metabolism,MMSAD1,['Rv0753c'],2mop_c + coa_c + nad_c --> co2_c + nadh_c + ppcoa_c,
ACLS,5.291474354741615,0.03620186535490026,"[(6.264921307425064e-14, 1), (2.7932734250613045e-14, 1), (0.0124193200722601, 1), (0.012419320072099059, 1), (0.01113463671553405, 1), (0.012419320072306464, 1), (0.01241932007244293, 1), (0.012419320072302753, 1), (0.01241932007230856, 1), (0.012419320072298266, 1), (0.01241932007227706, 1), (0.012419320072261198, 1), (0.012419320071690318, 1), (0.012419320072284606, 1), (0.01241932007213556, 1), (0.012419320072259816, 1), (3.392479439728868e-14, 1)]","Valine, Leucine, and Isoleucine Metabolism",acetolactate synthase,"['Rv3003c', 'Rv3509c', 'Rv3002c', 'Rv1820']",h_c + 2.0 pyr_c --> alac__S_c + co2_c,
DHAD1,5.291474354741596,0.036201865354900595,"[(6.264921307425064e-14, 1), (2.7932734250613045e-14, 1), (0.0124193200722601, 1), (0.012419320072099057, 1), (0.011134636715534052, 1), (0.012419320072306462, 1), (0.01241932007244293, 1), (0.012419320072302707, 1), (0.012419320072308561, 1), (0.012419320072298266, 1), (0.01241932007227706, 1), (0.012419320072261198, 1), (0.012419320071690318, 1), (0.012419320072284606, 1), (0.01241932007213556, 1), (0.012419320072259816, 1), (3.392479439728868e-14, 1)]","Valine, Leucine, and Isoleucine Metabolism","dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",['Rv0189c'],23dhmb_c --> 3mob_c + h2o_c,
KARA1i,5.291474354741596,0.036201865354900595,"[(6.264921307425064e-14, 1), (2.7932625830395796e-14, 1), (0.0124193200722601, 1), (0.012419320072099059, 1), (0.01113463671553405, 1), (0.012419320072306464, 1), (0.01241932007244293, 1), (0.012419320072302707, 1), (0.01241932007230856, 1), (0.012419320072298266, 1), (0.01241932007227706, 1), (0.012419320072261198, 1), (0.012419320071690318, 1), (0.012419320072284606, 1), (0.01241932007213556, 1), (0.012419320072259816, 1), (3.392479439728868e-14, 1)]","Valine, Leucine, and Isoleucine Metabolism",acetohydroxy acid isomeroreductase,['Rv3001c'],alac__S_c + h_c + nadph_c --> 23dhmb_c + nadp_c,
GMPS2,5.240487252033875,0.03698710091544511,"[(0.11030322313308716, 1), (0.10665208101272583, 1), (0.10066193342208862, 1), (0.013062834739685059, 1), (0.09548884630203247, 1), (0.14100110530853271, 1), (0.0, 1), (0.12695592641830444, 1), (0.25378161668777466, 1), (0.1269276738166809, 1), (0.11247742176055908, 1), (0.09354394674301147, 1), (0.13081276416778564, 1), (0.16652518510818481, 1), (0.16559839248657227, 1), (0.08809059858322144, 1), (0.1320701241493225, 1)]",Purine and Pyrimidine Biosynthesis,GMP synthase,['Rv3396c'],atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,
IMPD,5.2404791752912505,0.03698722686330585,"[(0.11030322313308716, 1), (0.10665220022201538, 1), (0.1006619930267334, 1), (0.013062834739685059, 1), (0.09548890590667725, 1), (0.14100110530853271, 1), (0.0, 1), (0.12695586681365967, 1), (0.25378161668777466, 1), (0.12692773342132568, 1), (0.11247730255126953, 1), (0.09354400634765625, 1), (0.13081276416778564, 1), (0.16652512550354004, 1), (0.16559845209121704, 1), (0.08809065818786621, 1), (0.13207018375396729, 1)]",Purine and Pyrimidine Biosynthesis,IMP dehydrogenase,"['Rv3410c', 'Rv3411c', 'Rv1843c']",h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,
MAN6PI,5.02531565518044,0.04052705232674995,"[(0.8225475549697876, 3), (0.8027763366699219, 1), (0.9389272928237915, 1), (0.8225517272949219, 1), (0.9679285287857056, 1), (0.798951268196106, 1), (0.990543007850647, 1), (0.7977827787399292, 1), (0.7978717088699341, 1), (0.7978421449661255, 1), (0.8238160610198975, 1), (0.8259716033935547, 1), (0.7192105054855347, 1), (0.8281481266021729, 1), (0.816461443901062, 1)]",Fructose and mannose metabolism,mannose-6-phosphate isomerase,['Rv3255c'],man6p_c <=> f6p_c,
MECDPS,4.958297723502234,0.04170921331839689,"[(0.36187076568603516, 2), (0.4369165897369385, 1), (0.11118245124816895, 1), (0.36185598373413086, 1), (0.04871392250061035, 1), (0.36187028884887695, 1), (0.35178518295288086, 1), (0.0, 1), (0.4151735305786133, 1), (0.414980411529541, 1), (0.41506481170654297, 1), (0.36193346977233887, 1), (0.35393309593200684, 1), (0.5843663215637207, 1), (0.3410217761993408, 1), (0.39946722984313965, 1)]",Polyprenyl Metabolism,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",['Rv3581c'],2p4c2me_c --> 2mecdp_c + cmp_c,
GRTT,4.872398590075692,0.04328375782635026,"[(0.43682193756103516, 1), (0.11118340492248535, 1), (0.3618593215942383, 1), (0.04871368408203125, 1), (0.36187219619750977, 1), (0.35773372650146484, 1), (0.0, 1), (0.415177583694458, 1), (0.41498303413391113, 1), (0.4150583744049072, 1), (0.3619356155395508, 1), (0.3523242473602295, 1), (0.5843698978424072, 1), (0.34102344512939453, 1), (0.36187314987182617, 1), (0.36187267303466797, 1), (0.3993954658508301, 1)]",Polyprenyl Metabolism,geranyltranstransferase,['Rv1086'],grdp_c + ipdp_c --> frdp_c + ppi_c,
DMATT,4.872390445580237,0.043283910371565155,"[(0.43682217597961426, 1), (0.11118340492248535, 1), (0.3618593215942383, 1), (0.04871368408203125, 1), (0.36187243461608887, 1), (0.35773396492004395, 1), (0.0, 1), (0.4151780605316162, 1), (0.41498327255249023, 1), (0.41505861282348633, 1), (0.3619356155395508, 1), (0.3523242473602295, 1), (0.5843696594238281, 1), (0.34102344512939453, 1), (0.3618736267089844, 1), (0.36187291145324707, 1), (0.3993959426879883, 1)]",Cofactor and Prosthetic Group Biosynthesis,dimethylallyltranstransferase,"['Rv2173', 'Rv3398c', 'Rv3383c']",dmpp_c + ipdp_c --> grdp_c + ppi_c,
OIVD3,4.7453394573365255,0.045741870652655184,"[(0.0, 14), (0.999999999995464, 1), (0.9999999999886913, 1), (0.896557673906266, 1)]",Lipid metabolism,2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate),['Rv3140'],2mbcoa_c + fad_c --> 2mb2coa_c + fadh2_c,
BKDC1,4.745339457336215,0.045741870652661415,"[(6.024404641936819e-13, 7), (0.9999999999954639, 1), (0.9999999999886913, 1), (6.024432515251832e-13, 1), (6.586415915434367e-13, 1), (6.028614330523061e-13, 1), (8.580291027143124e-13, 1), (6.100365154879474e-13, 1), (5.818581049472214e-13, 1), (5.668550172499111e-13, 1), (0.896557673906328, 1)]",Lipid metabolism,BKDC1,['Rv2495c'],2mbdhl_c + coa_c <=> 2mbcoa_c + dhlam_c,
BKDA1,4.745339457335726,0.04574187065267122,"[(1.7870372116235575e-12, 5), (0.9999999999954642, 1), (0.9999999999887333, 1), (1.7867256622404328e-12, 1), (1.7562250598947422e-12, 1), (1.7844191918072994e-12, 1), (1.787032186633507e-12, 1), (2.042623280557025e-12, 1), (1.787042236613608e-12, 1), (1.7948219847462735e-12, 1), (1.7666435742055807e-12, 1), (1.762880817580767e-12, 1), (0.8965576739064507, 1)]",Lipid metabolism,BKDA1,"['Rv2496c', 'Rv2497c']",3mop_c + h_c + lpam_c --> 2mbdhl_c + co2_c,
MACCOAT,4.745339457335638,0.04574187065267294,"[(1.7870309872348293e-12, 7), (1.7680542246162483e-12, 2), (0.999999999995464, 1), (0.9999999999886914, 1), (1.7867205763228555e-12, 1), (1.756218835506014e-12, 1), (1.7844133429771392e-12, 1), (2.042619625755157e-12, 1), (1.820624791550274e-12, 1), (0.8965576739064507, 1)]","Valine, Leucine, and Isoleucine Metabolism",2-Methylacetyl-CoA thiolase,"['Rv1323', 'Rv3556c', 'Rv0243', 'Rv0859', 'Rv1074c', 'Rv1135A']",2maacoa_c + coa_c <=> accoa_c + ppcoa_c,
ECOAH9ir,4.745339457335604,0.04574187065267364,"[(1.7870219122923382e-12, 7), (0.9999999999954642, 1), (0.9999999999886915, 1), (1.7867098948374637e-12, 1), (1.7562097605635228e-12, 1), (1.7844030116874906e-12, 1), (2.0426076856765544e-12, 1), (1.7946179635865947e-12, 1), (1.766439553045902e-12, 1), (1.8079731171311183e-12, 1), (0.8965576739064508, 1)]","Valine, Leucine, and Isoleucine Metabolism",2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA),"['Rv1472', 'Rv1070c', 'Rv2486', 'Rv3774', 'Rv0905']",2mb2coa_c + h2o_c --> 3hmbcoa_c,
HACD9,4.745339457335603,0.04574187065267364,"[(1.7870219122923378e-12, 7), (0.9999999999954639, 1), (0.9999999999886912, 1), (1.7867098948374633e-12, 1), (1.7562097605635224e-12, 1), (1.7844030116874902e-12, 1), (2.042607685676554e-12, 1), (1.7946179635865943e-12, 1), (1.7664395530459016e-12, 1), (1.8079731171311179e-12, 1), (0.8965576739064505, 1)]","Valine, Leucine, and Isoleucine Metabolism",3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA),"['Rv1144', 'Rv3774']",3hmbcoa_c + nad_c --> 2maacoa_c + h_c + nadh_c,
ACHBS,4.745339457295389,0.04574187065347711,"[(1.2440960067694462e-10, 3), (0.9999999999914606, 1), (0.9999999999816664, 1), (1.2440966312698976e-10, 1), (1.2141900679329964e-10, 1), (1.2485870323764026e-10, 1), (1.2098937129945142e-10, 1), (1.2491088025035069e-10, 1), (1.2491156373140022e-10, 1), (1.2516816749741366e-10, 1), (1.2441018354403255e-10, 1), (1.243928640648484e-10, 1), (1.2644978120146533e-10, 1), (1.2417697078936918e-10, 1), (0.8965576739152715, 1)]","Valine, Leucine, and Isoleucine Metabolism",2-aceto-2-hydroxybutanoate synthase,"['Rv3003c', 'Rv3470c', 'Rv3002c']",2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,
