,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
GLXO1,12.036979677192319,0.0015125520684720116,"[(0.9999999999999986, 12), (0.9999999999999987, 3), (0.9999999999999981, 2), (0.9999999999999989, 2), (0.06730274086828136, 1), (0.9999999999999988, 1), (0.9999999999999984, 1), (0.263507230925052, 1), (0.08239799632671929, 1), (0.9999999999999983, 1), (0.068000063607911, 1), (0.08239799632670575, 1), (0.0780173963770322, 1), (0.999999999999999, 1), (4.785061236134425e-14, 1), (0.06730274086828958, 1), (0.0727932055112126, 1), (0.068000063607904, 1), (0.06730274086829591, 1)]",Glyoxylate Metabolism,GLXO1,[],glx_c + h2o_c + nad_c --> 2.0 h_c + nadh_c + oxa_c,
OXCDC,10.666807493528395,0.0026031026542841064,"[(0.9999999999999991, 6), (1.0, 3), (0.9999999999999984, 2), (0.35716655949804266, 1), (0.1398760682913312, 1), (0.1662547343011917, 1), (0.06800006360790245, 1), (0.2635072309250587, 1), (3.674838211509268e-14, 1), (0.1662547343011906, 1), (0.07848227820347109, 1), (0.06800006360792965, 1), (0.06714881992469146, 1), (0.35716655949804355, 1), (0.3571665594980411, 1), (2.5923707624997405e-14, 1), (0.0727932055112086, 1), (0.13987606829133192, 1), (0.35716655949804277, 1), (0.06800006360798977, 1), (0.0680000636079004, 1), (0.35477183107087007, 1), (0.3519825401124232, 1), (0.06800006360792837, 1), (0.06730274086821553, 1), (0.35198254011239505, 1)]",Glyoxylate Metabolism,Oxalyl-CoA decarboxylase,['Rv0118c'],h_c + oxalcoa_c --> co2_c + forcoa_c,['Rv0118c']
LIPY,10.666666666666666,0.0026032507990861394,"[(0.9999999999999519, 13), (0.9999999999999549, 5), (0.9999999999999535, 2), (0.9999999999999579, 2), (0.9999999999999489, 2), (0.9999999999999459, 1), (0.9999999999999498, 1), (0.9999999999999278, 1), (0.9999999999999517, 1), (0.9999999999998197, 1), (0.9999999999999528, 1), (0.9999999999999515, 1), (0.9999999999999499, 1), (0.999999999999953, 1), (0.9999999999995907, 1)]",Lipid metabolism,LIPY,['Rv3097c'],10.0 h2o_c + 9.0 tag_TB_c --> 9.0 12dgr_TB_c + arach_c + 2.0 hdca_c + 2.0 hexc_c + 4.0 ocdca_c,
GTHOr,10.58357851956876,0.002692254197691035,"[(0.6666666666666666, 30), (0.3333333333333333, 2), (0.8333333333333333, 1), (0.5833333333333333, 1)]","Alanine, Aspartate, and Glutamate Metabolism",glutathione oxidoreductase,['Rv2855'],gthox_c + h_c + nadph_c <=> 2.0 gthrd_c + nadp_c,
TMN,10.231210158118806,0.0031076788613292913,"[(0.9999999999980806, 8), (0.99999999999808, 2), (0.9999999999980803, 2), (0.9999999999980809, 2), (0.7521540036126807, 1), (1.4019840843815246e-10, 1), (1.3190681880104194e-10, 1), (0.7521540036128931, 1), (0.999999999998081, 1), (1.3635792495136911e-10, 1), (0.9999999999980812, 1), (1.0, 1), (0.9921203353546391, 1), (1.3190792902406656e-10, 1), (0.8339899458154056, 1), (0.9999999999980794, 1), (0.9999999999980804, 1), (1.3188994341106763e-10, 1), (1.2635992252540973e-10, 1), (1.2556866657575938e-10, 1), (1.3190881720248626e-10, 1), (1.3190804004636902e-10, 1), (1.3190293302045575e-10, 1), (1.3190704084564686e-10, 1)]",Cofactor and Prosthetic Group Biosynthesis,thiaminase,[],h2o_c + thm_c --> 4ahmmp_c + 4mhetz_c + h_c,
PDHc,9.127530178496533,0.00492089557020869,"[(0.56, 4), (0.5866666666666667, 3), (0.6133333333333334, 2), (0.5733333333333334, 2), (0.5466666666666667, 2), (0.5602083333333334, 1), (1.0, 1), (0.5566666666666668, 1), (0.2933333333333334, 1), (0.9333333333333333, 1), (0.6466666666666667, 1), (0.6666666666666667, 1), (0.52, 1), (0.5533333333333333, 1), (0.5593750000000001, 1), (0.6000000000000001, 1), (0.8666666666666667, 1), (0.5625, 1), (0.5583333333333333, 1), (0.7466666666666667, 1), (0.7166666666666668, 1), (0.8133333333333335, 1), (0.8266666666666667, 1), (0.68, 1), (0.7733333333333334, 1), (0.55, 1)]",Citric Acid Cycle,,"['Rv0462', 'Rv0843']",dhlam_c + nad_c --> h_c + lpam_c + nadh_c,
FAS161,8.708449043164,0.005884265049308538,"[(0.9253059738806241, 1), (0.6311037240659906, 1), (0.9506816181895703, 1), (0.18595715626946174, 1), (0.929431557251706, 1), (0.23669186807333653, 1), (0.7439717406881103, 1), (0.9999999999999996, 1), (0.17946852153740445, 1), (0.9999999999999998, 1), (0.8163254347812483, 1), (0.8928619798406112, 1), (0.9346743350746242, 1), (0.4273950258126138, 1), (0.31881663110903424, 1), (0.7737894697301675, 1), (0.9294315572517067, 1), (0.934674335074623, 1), (0.32608629135465916, 1), (0.17510220269685073, 1), (0.3260862913546154, 1), (0.9999999999999929, 1), (0.8863949784211029, 1), (0.9307619342919833, 1), (0.32051596760187706, 1), (0.1859571562694623, 1), (0.17781385420154594, 1), (0.3205159676018563, 1), (0.933693897424269, 1), (0.23669186807333775, 1), (0.18444637304969957, 1), (0.23440615679347654, 1), (0.1697427467349878, 1), (0.3263560740724033, 1)]",Fatty Acid Metabolism,Fatty acid synthase  n C161 ,"['Rv2524c', 'Rv2947c', 'Rv1484', 'Rv1350']",4.0 h_c + malcoa_c + 3.0 nadph_c + o2_c + ttdca_c --> co2_c + coa_c + 3.0 h2o_c + hdcea_c + 3.0 nadp_c,['Rv1484']
PYRD1,8.162777787290992,0.007454725926975892,"[(0.9999999999988336, 4), (0.9999999999988388, 4), (0.9999999999988362, 2), (3.04929415051447e-11, 2), (3.0487501412324036e-11, 2), (0.9999999999988326, 1), (0.999999999998831, 1), (3.065803166890646e-11, 1), (3.045552698921483e-11, 1), (3.0663138694819736e-11, 1), (0.9999999999988337, 1), (0.9999999999988347, 1), (0.4259336244531414, 1), (0.9999999999988127, 1), (0.9999999999988356, 1), (0.999999999998834, 1), (0.9999999999972351, 1), (3.0577873566528524e-11, 1), (0.9999999999988325, 1), (0.999999999998844, 1), (0.9999999999985628, 1), (3.0460967082035495e-11, 1), (0.9999999999988115, 1), (0.4259336244533066, 1), (3.0455193922307444e-11, 1)]",Purine and Pyrimidine Biosynthesis,PYRD1,['Rv2139'],dhor__S_c + o2_c --> h2o2_c + orot_c,
COt,8.08508852905202,0.007712856101737624,"[(0.46948765364951595, 24), (0.4594800391602306, 1), (0.4699227673229631, 1), (0.4718263896442946, 1), (0.4725334493636463, 1), (0.4719351680626564, 1), (0.5007070597193517, 1), (0.47443707168497773, 1), (0.5019580115305123, 1), (0.4747090177308822, 1), (0.4741651256390732, 1)]",Transport,CO transporter via diffusion,[],co_c <=> co_e,
G3PAT160,7.763790349678686,0.00888757450337071,"[(0.9999999999999957, 2), (0.9902660275418557, 1), (0.6948745170191103, 1), (0.06561429368488803, 1), (0.9999999999999956, 1), (0.12269610055981295, 1), (0.7852230275116311, 1), (0.9112018634357941, 1), (0.06224336303513445, 1), (0.9114261124792189, 1), (0.7376053784199306, 1), (0.9565558686487703, 1), (0.9999999999999963, 1), (0.3208416723064944, 1), (0.205200171128592, 1), (0.8431287409653322, 1), (0.9999999999999959, 1), (0.2112121323310322, 1), (0.05896588256719093, 1), (0.2112121323309274, 1), (0.9114261124792117, 1), (0.9952717457481556, 1), (0.9969536135735898, 1), (0.2100545898991295, 1), (0.0656142936848867, 1), (0.06037462100693891, 1), (0.20520017112853806, 1), (0.9999999999999364, 1), (0.12269610055981617, 1), (0.0638203013377362, 1), (0.11749547922450132, 1), (0.06561429368486693, 1), (0.21126819459175172, 1)]",Glycerophospholipid metabolism,Glycerol-3-phosphate acyltransferase (C16:0),"['Rv1551', 'Rv2482c']",glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c,
PREPTHS,7.339716951282966,0.01074323194681427,"[(0.9999999999999888, 7), (0.9999999999999882, 4), (0.9999999999999887, 3), (0.9999999999999889, 2), (0.9999999999999885, 2), (0.999999999999988, 2), (0.9999999999999892, 1), (0.9999999999999896, 1), (0.9999999999999875, 1), (0.38240444131164397, 1), (0.9999999999999881, 1), (0.9999999999999891, 1), (0.4488547781354819, 1), (0.9999999999999873, 1), (0.43109142871035866, 1), (0.9999999999999872, 1), (0.9999999999999877, 1), (0.38240444131162443, 1), (0.9999999999999878, 1), (0.9999999999999886, 1)]",Membrane Metabolism,PREPTHS,"['Rv2934', 'Rv2933', 'Rv2935', 'Rv2931', 'Rv2932']",arachACP_c + 14.0 h_c + 2.0 malcoa_c + 2.0 mmcoa__S_c + 10.0 nadph_c --> 2.0 co2_c + 4.0 coa_c + 5.0 h2o_c + 10.0 nadp_c + prephthACP_c,['Rv2931']
EX_ocdcea,7.171020008557454,0.011594505245295513,"[(0.2753601061877788, 28), (0.27473727943045534, 1), (0.26300815951953604, 1), (0.2734004339256761, 1), (0.27621742156585266, 1), (0.359170565453633, 1), (0.45214348052270137, 1)]",Exchange,,[],ocdcea_e <=> ,
DHQS,7.161830427748577,0.011642928862438538,"[(0.375, 9), (0.3958333333333333, 8), (0.4166666666666667, 6), (0.3763020833333333, 4), (0.3854166666666667, 2), (0.3756510416666667, 2), (0.34375, 1), (0.3541666666666667, 1), (0.4375, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",3-dehydroquinate synthase,['Rv2538c'],2dda7p_c --> 3dhq_c + pi_c,
TKT2,7.14742923137065,0.011719255614853834,"[(0.04958677685950413, 6), (0.05785123966942148, 5), (0.06611570247933883, 4), (0.07438016528925619, 4), (0.03305785123966942, 3), (0.04752066115702479, 2), (0.04971590909090909, 2), (0.05578512396694214, 1), (0.08264462809917354, 1), (0.05552685950413223, 1), (0.04984504132231404, 1), (0.04429235537190082, 1), (0.06095041322314049, 1), (0.10188533057851239, 1), (0.04132231404958677, 1)]",Pentose Phosphate Pathway,transketolase,['Rv1449c'],e4p_c + xu5p__D_c <=> f6p_c + g3p_c,
PC11M,7.119755962317014,0.011867450056065432,"[(0.9999999999999998, 3), (0.9979492719216461, 2), (0.9999999999999999, 2), (0.9728246856559557, 1), (0.9594284039370607, 1), (0.8363730873086477, 1), (0.8454476475778588, 1), (0.9594284039370717, 1), (0.8363246049405068, 1), (0.8378306694524561, 1), (0.8363730873086508, 1), (0.8363032017897877, 1), (0.9979492719216462, 1), (0.9979492719216464, 1), (0.8454476475778585, 1), (0.837088069869781, 1), (0.8363730873086844, 1), (0.8394731630927716, 1), (0.836373087308648, 1), (1.0, 1), (0.9979555144602279, 1), (0.9993413749911058, 1), (0.0, 1), (0.8363730873086495, 1), (0.8378145086630725, 1), (0.8363246049405002, 1), (0.9993413749910942, 1), (0.8454476475778587, 1), (0.8370880698697779, 1), (0.8363730873086487, 1)]",Cofactor and Prosthetic Group Biosynthesis,precorrin-4 C11-methyltransferase,['Rv2071c'],amet_c + pre4_c --> ahcys_c + h_c + pre5_c,
ACt2r,7.099044554553543,0.011979690257053744,"[(0.4863013698630137, 13), (0.4854452054794521, 9), (0.4867294520547945, 2), (0.4860873287671233, 1), (0.48202054794520394, 1), (0.4862810044386896, 1), (0.48629384868098596, 1), (0.4862996976669521, 1), (0.3894772056436974, 1), (0.2876712328767123, 1), (0.4845890410958904, 1), (0.4864261178148882, 1), (0.4863013698630138, 1)]",Transport,acetate reversible transport via proton symport,[],ac_e + h_c <=> ac_c + h_e,
THRS,6.952315453498931,0.012808557024764331,"[(0.5, 15), (0.75, 7), (0.5078125, 4), (0.25, 4), (0.375, 2), (1.0, 1), (0.515625, 1)]",Glycolysis/Gluconeogenesis,threonine synthase,['Rv1295'],h2o_c + phom_c --> pi_c + thr__L_c,
ACONT,6.723208412042015,0.01422969299299633,"[(0.1310483870967742, 29), (0.13256048387096775, 1), (0.05443548387096775, 1), (0.09879032258064516, 1), (0.12903225806451613, 1), (0.13306451612903225, 1)]",Citric Acid Cycle,Aconitase,['Rv1475c'],cit_c <=> icit_c,
CHOD,6.6616172792129404,0.014640286438652226,"[(0.9999999999999998, 9), (0.9593797440010798, 2), (0.9591570247161317, 1), (0.9854516312153484, 1), (0.9234374716736143, 1), (0.9999754194431414, 1), (0.9655653789273981, 1), (0.9591570247161333, 1), (0.9962777147367974, 1), (0.9939487901816393, 1), (0.9655653789273666, 1), (0.9655653789273979, 1), (0.9591570247161334, 1), (0.9996271820430356, 1), (0.9954615926362292, 1), (0.9999999999999999, 1), (0.9655653789273897, 1), (0.9245753384343265, 1), (0.9344058675981921, 1), (0.9954615926362252, 1), (0.9261670052094904, 1), (0.9593797440010805, 1), (0.9262439030572367, 1), (0.9507908900016796, 1), (0.999975419443142, 1)]",Cholesterol degradation,MNXR6103,['Rv3409c'],chsterol_c + o2_c --> chol4en3one_c + h2o2_c,
CYP1,6.437145547334963,0.01624915000101308,"[(0.9999999999999999, 22), (0.9999999999999998, 4), (0.9529880856776021, 1), (0.9882136608362843, 1), (0.980376017115167, 1), (0.9727414535407523, 1), (0.9450464347339808, 1), (0.9458692397470408, 1), (0.952988085677602, 1), (0.9454476133281089, 1)]",Cholesterol degradation,MNXR19061,"['Rv3518c', 'Rv3545c']",chol4en3one_c + h_c + nadh_c + o2_c --> h2o_c + hchol_c + nad_c,
PPPGO,6.367947884869565,0.016783088595342475,"[(0.9997769848349688, 15), (0.9995539696699376, 10), (0.9996654772524531, 5), (0.999721231043711, 2), (0.9993309545049064, 1), (0.9998327386262266, 1)]",Cofactor and Prosthetic Group Biosynthesis,Protoporphyrinogen oxidase (aerobic),['Rv2677c'],1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c,
CYSTL,6.302364380823152,0.01730678057660486,"[(0.9999999999999842, 2), (0.9999999999999848, 2), (0.9834345259346589, 1), (0.2740237309182494, 1), (0.9999999999999839, 1), (0.029714101340518884, 1), (0.9999999999999847, 1), (0.02971410134052066, 1), (0.9999999999999871, 1), (0.0, 1), (0.029714101340531873, 1), (0.029714101340519217, 1), (0.999999999999981, 1), (0.6395145399852213, 1), (0.6407318432891842, 1), (0.9999999999999948, 1), (0.8259063048239728, 1), (0.6395145399852118, 1), (0.029714101340503896, 1), (0.9999999999999873, 1), (0.9928622833335446, 1), (0.999999999999985, 1), (0.9999999999999843, 1), (0.029714101340429178, 1), (0.008436461654906968, 1), (0.9999999999999826, 1), (0.9369343814115523, 1), (0.029714101340528876, 1), (0.029714101340520327, 1), (0.02971410134051755, 1), (0.0297141013404989, 1), (0.99999999999998, 1)]",Cysteine and methionine metabolism,Cystathionine beta-lyase,"['Rv2294', 'Rv0075']",cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,
CYP2,6.295203121192724,0.017365031318213417,"[(0.9999999999999999, 25), (1.0, 2), (0.9821710423052781, 1), (0.9276975167772776, 1), (0.8852925995251522, 1), (0.7894343798899619, 1), (0.9920195863690721, 1), (0.9821710423052782, 1), (0.0, 1)]",Cholesterol degradation,CYP2,"['Rv3518c', 'Rv3545c']",hchol_c + nad_c --> h_c + nadh_c + ochol_c,
DHPPDA,6.222654350944572,0.017967324948696503,"[(0.9999999999763, 3), (6.661338147750939e-15, 3), (3.3306690738754696e-15, 2), (0.9999999999759848, 2), (0.9999999999763461, 1), (0.9999999999762088, 1), (4.218847493575595e-15, 1), (0.9999999999839865, 1), (0.9999999999764295, 1), (0.999999999975995, 1), (0.9999999999659283, 1), (0.999999999976235, 1), (0.9999999999759882, 1), (0.9999999999768742, 1), (0.9999999999762079, 1), (0.999999999976153, 1), (0.9999999999749795, 1), (0.9999999999753407, 1), (0.9999999999777637, 1), (0.9999999999765409, 1), (0.9999999999762974, 1), (0.999999999977767, 1), (0.9999999999795289, 1), (0.0, 1), (0.9999999999768913, 1), (0.9999999999763087, 1), (0.9999999999750986, 1), (0.9999999999777023, 1)]",Riboflavin Metabolism,Diaminohydroxyphosphoribosylaminopyrimidine deaminase,['Rv1409'],25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,['Rv1409']
CDPPT160190,6.167595869060122,0.01843957968396061,"[(0.9640287769784173, 5), (0.9712230215827339, 5), (0.9568345323741008, 4), (0.9577338129496403, 3), (0.9784172661870504, 3), (0.9676258992805756, 3), (0.960431654676259, 2), (0.9570593525179857, 2), (0.9532374100719425, 1), (0.9478417266187051, 1), (0.9566097122302158, 1), (0.9563848920863309, 1), (0.985611510791367, 1), (0.9748201438848921, 1), (0.920863309352518, 1)]",Glycerophospholipid metabolism,CDP diacylglycerol inositon 3-phosphatidyltransferase,['Rv2612c'],cdpc16c19g_c + inost_c --> cmp_c + h_c + ptd1ino160190_c,
UMPK,6.0267916391364516,0.019709898855193562,"[(0.6666666666666665, 10), (0.5833333333333333, 8), (0.7499999999999998, 4), (0.6249999999999999, 2), (0.4999999999999999, 2), (0.6653645833333331, 2), (0.6662597656249999, 1), (0.6874999999999999, 1), (0.6665852864583331, 1), (0.6687825520833331, 1), (0.9999999999999998, 1), (0.6683756510416665, 1)]",Purine and Pyrimidine Biosynthesis,UMP kinase,"['Rv1712', 'Rv2883c']",atp_c + ump_c <=> adp_c + udp_c,
CYSK2_I,5.812319809423985,0.021831778331408053,"[(1.0, 3), (0.9770672115727603, 1), (0.27517465599873736, 1), (0.9040781077050337, 1), (0.1349123718615367, 1), (0.6485688960596623, 1), (1.509903313490213e-14, 1), (0.8368517237371854, 1), (0.1345008841213322, 1), (0.12254133460284855, 1), (0.13491237186152805, 1), (0.7181241959126226, 1), (0.7181241959126201, 1), (0.7271778940209107, 1), (0.8551989696965795, 1), (0.8192554214611247, 1), (0.6485688960596612, 1), (0.7181241959126228, 1), (0.8833306918068812, 1), (0.12559322601128864, 1), (0.8833306918068612, 1), (0.9802467337641729, 1), (0.9832300198808407, 1), (0.8535940955126282, 1), (0.13491237186149474, 1), (0.12185552170247171, 1), (0.8616787781421315, 1), (0.7191704935846452, 1), (2.9531932455029164e-14, 1), (0.13450088412130545, 1), (0.12802107567567655, 1), (0.1349123718615104, 1)]",Cysteine and methionine metabolism,O-Phospho-L-Serine-dependent S-Suflocysteine Synthase,['Rv0848'],h_c + pser__L_c + tsul_c --> pi_c + scys__L_c,['Rv0848']
MR,5.754833466420923,0.022441983841584374,"[(0.9999999999999982, 11), (0.9999999999999988, 2), (0.9999999999999983, 2), (0.023478130950543186, 1), (0.9999999999999978, 1), (0.9999999999999989, 1), (0.023478130950549403, 1), (0.9999999999999977, 1), (0.999999999999998, 1), (0.9999999999999981, 1), (0.9884580027308077, 1), (0.9999999999999974, 1), (0.1503347500275759, 1), (0.023478130950543297, 1), (0.9999999999999979, 1), (0.023478130950471132, 1), (0.13549286849868714, 1), (0.1221609928867784, 1), (0.9999999999999987, 1), (0.023478130950545295, 1), (0.023478130950544074, 1), (0.023478130950531195, 1)]",Pyruvate Metabolism,,['Rv2298'],h_c + mthgxl_c + nadh_c --> lald__L_c + nad_c,
EX_ser_L,5.657001585767626,0.023523680454035596,"[(0.9937320787776319, 1), (0.27986803742229727, 1), (0.9194980720936493, 1), (0.13721343849721657, 1), (0.659630893021618, 1), (1.4876988529977098e-14, 1), (0.8511250743123209, 1), (0.13679493241839014, 1), (0.12463140071506262, 1), (0.1372134384972078, 1), (0.8993016793526928, 1), (0.7303725286984759, 1), (0.7303725286984736, 1), (0.7395806467636518, 1), (0.8697852510648753, 1), (0.8332286493453602, 1), (0.6596308930216168, 1), (0.7303725286984761, 1), (0.898396788082135, 1), (0.12773534521099061, 1), (0.8983967880821147, 1), (0.876794085260834, 1), (0.9969658309283218, 1), (0.9999999999999998, 1), (0.8681530041323153, 1), (0.1372134384971735, 1), (0.12393389058364934, 1), (0.8763755791819285, 1), (0.7314366720330636, 1), (2.9976021664879227e-14, 1), (0.13679493241836282, 1), (0.13020460430123137, 1), (0.13721343849718914, 1), (0.8990245472003752, 1)]",Exchange,,[],ser__L_e --> ,
FAD_8,5.636541154530648,0.023757027158328385,"[(0.9999999999999751, 2), (0.9351530032641665, 1), (0.738544985596564, 1), (0.999999999999975, 1), (0.0848006355428037, 1), (0.996165287756075, 1), (0.3297682280973353, 1), (0.9999999999999739, 1), (0.999999999999976, 1), (0.08480063554270012, 1), (0.9999999999999735, 1), (0.932154600726912, 1), (0.9501274677095254, 1), (0.6345897007166768, 1), (0.3029417414474884, 1), (0.9999999999999752, 1), (0.9961652877560756, 1), (0.9989878081431068, 1), (0.30878418054489776, 1), (0.08273076570807325, 1), (0.308784180544838, 1), (0.9999999999999897, 1), (0.9372262561357769, 1), (0.9388649030882554, 1), (0.08480063554280581, 1), (0.08273076570808136, 1), (0.30022550822722605, 1), (0.943551376716924, 1), (0.329768228097332, 1), (0.0827307657080687, 1), (0.16801935531405898, 1), (0.08480063554278539, 1), (0.3095603817328204, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv0972c', 'Rv0468', 'Rv1323', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + fad_c + nad_c + tdcoa_c --> accoa_c + dodcoa_c + fadh2_c + nadh_c,"['Rv3139', 'Rv3516']"
ADK2,5.586882884660769,0.02433395128778042,"[(0.060402684563758385, 6), (0.020134228187919455, 4), (0.026845637583892613, 3), (0.04697986577181208, 3), (0.053691275167785234, 2), (0.06669463087248322, 1), (0.07214765100671142, 1), (0.06375838926174497, 1), (0.0684405585872128, 1), (0.09060402684563759, 1), (0.1342281879194631, 1), (0.0667994966442953, 1), (0.06700922818791946, 1), (0.05620805369127517, 1), (0.06683459862981134, 1), (0.06632760067114093, 1), (0.040268456375838924, 1), (0.06683882130872483, 1), (0.06678468581958721, 1), (0.06711409395973154, 1), (0.06698046907632822, 1)]",Purine and Pyrimidine Biosynthesis,ADK2,['Rv0733'],amp_c + pppi_c <=> adp_c + ppi_c,
SERD_L,5.583290429028581,0.024376277771280645,"[(0.9999999999999921, 7), (0.9834345259346665, 1), (0.27402373091825194, 1), (0.029714101340519106, 1), (0.6476608586721918, 1), (0.02971410134051833, 1), (0.0, 1), (0.02971410134053243, 1), (0.029714101340520105, 1), (0.9999999999999926, 1), (0.6379224322403383, 1), (0.6379224322403361, 1), (0.6476608586721901, 1), (0.6379224322403377, 1), (0.029714101340509114, 1), (0.999999999999992, 1), (0.9999999999999981, 1), (0.9928622833335526, 1), (0.9999999999999925, 1), (0.029714101340429733, 1), (0.008436461654907745, 1), (0.9999999999999913, 1), (0.6476608586721836, 1), (0.029714101340520882, 1), (0.029714101340521548, 1), (0.02971410134051866, 1), (0.029714101340500898, 1), (0.9999999999999899, 1)]",Cysteine and methionine metabolism,L-serine deaminase,['Rv0069c'],ser__L_c --> nh4_c + pyr_c,
OTSB1,5.535230998968631,0.024950320496602542,"[(0.030303030303030304, 26), (0.02840909090909091, 3), (0.03787878787878788, 2), (0.015151515151515152, 2), (0.022727272727272728, 1)]",Mycolic acid pathway,MNXR90564,"['Rv3400', 'Rv2006']",h2o_c + tre6mmp_c --> h_c + pi_c + tre6mm_c,
