,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
FASm2802,8.24472626730626,0.007856465754055374,"[(0.4587774635631934, 8), (0.45834239721557535, 4), (0.45855993038938436, 3), (0.4589949967370024, 2), (0.4592125299108114, 2), (0.7839895584076572, 1), (0.4594300630846204, 1), (0.5993038938438111, 1), (0.2932347182945399, 1), (0.4588862301500979, 1), (0.23928649118990644, 1), (0.6459647596258429, 1), (0.45866869697628887, 1), (0.2701762018707853, 1), (0.4579073308679574, 1)]",Membrane Metabolism,FASm2802,['Rv2940c'],3.0 h_c + mmcoa__S_c + 2.0 nadph_c + tamhexc_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + pmocta_c,
TRPS3,7.472118563626627,0.01092205894874619,"[(0.030312557843978495, 12), (0.06062511568795699, 4), (0.0, 3), (0.09091802297872985, 3), (0.06060546513475135, 2), (0.045468836765967746, 2), (0.12122075554610552, 1), (0.12121093026950269, 1), (0.10607430190071909, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",Tryptophan synthase (indoleglycerol phosphate),"['Rv1613', 'Rv1612']",3ig3p_c --> g3p_c + indole_c,
DESAT18,6.8800944187485,0.014156919786781592,"[(0.41037392651237864, 1), (0.3654853735170665, 1), (0.8725361609358597, 1), (0.08532200331604929, 1), (0.8725361609358587, 1), (0.36548537351706284, 1), (0.9591009723049517, 1), (0.04844704646629063, 1), (0.1811418014558697, 1), (0.7057019837570015, 1), (0.872536160936247, 1), (0.3802554971964039, 1), (0.03678242739042126, 1), (0.8725361609358593, 1), (2.290964410547223e-15, 1), (0.9591009723049624, 1), (9.851146965353058e-15, 1), (0.08532200331636193, 1), (0.18555580952327505, 1), (0.18555580952292738, 1), (0.27222179039280897, 1), (0.3654853735170565, 1), (0.1525629438730013, 1), (0.3654853735170553, 1), (0.04844704646627501, 1), (0.011331325750399215, 1), (0.2722217903928239, 1), (0.011331325750399766, 1), (0.08532200331636387, 1)]",Fatty Acid Metabolism,Stearoyl CoA desaturase  n C180CoA   n C181CoA ,"['Rv1094', 'Rv0824c', 'Rv3229c']",h2o_c + nadph_c + stcoa_c --> 4.0 h_c + nadp_c + odecoa_c,
FADE51,6.833323530019657,0.014454007099392631,"[(0.23076923076923073, 5), (0.34615384615384615, 4), (0.5769230769230769, 2), (0.5384615384615384, 2), (0.6923076923076923, 2), (0.5, 2), (0.423076923076923, 1), (0.6153846153846154, 1), (0.3846153846153846, 1), (0.1923076923076923, 1), (0.49038461538461536, 1), (0.30769230769230765, 1), (0.8461538461538461, 1), (0.4615384615384615, 1), (0.8846153846153846, 1), (0.26923076923076916, 1), (0.07692307692307687, 1), (0.6538461538461539, 1)]",Cholesterol degradation,MNXR76950,"['Rv3546', 'Rv3523']",coa_c + ocholc8coa_c --> cholc5coa_c + ppcoa_c,
MSHS,6.3695182937441155,0.01780003015166016,"[(0.01287841796875, 6), (0.0096435546875, 5), (0.01129150390625, 5), (0.01611328125, 3), (0.0064697265625, 3), (0.008056640625, 3), (0.01043701171875, 1), (0.00164794921875, 1), (0.00323486328125, 1), (0.00482177734375, 1)]",Sulfur metabolism,mycothiol synthase,['Rv0819'],accoa_c + cigam_c --> coa_c + msh_c,['Rv0819']
OCDCAt2,6.121978583213702,0.019927366750917892,"[(5.889979673314833e-13, 6), (5.893458692613897e-13, 3), (5.8908494281396e-13, 2), (5.890088392667929e-13, 2), (5.892588937789132e-13, 1), (0.776009289453349, 1), (5.88650065401577e-13, 1), (0.9999999999905034, 1), (0.8997527056295155, 1), (5.889870953961738e-13, 1), (5.92476986630547e-13, 1), (5.890197112021025e-13, 1), (0.7760092894531624, 1), (5.827466045284783e-13, 1), (5.770823262321902e-13, 1), (0.9999999999905385, 1), (0.8648512369934366, 1), (5.895633079675812e-13, 1), (0.8648512369934342, 1), (0.7760092894531657, 1)]",Transport,OCDCAt2,[],h_e + ocdca_e --> h_c + ocdca_c,
RBFSb,5.884388458081208,0.0222347976477106,"[(0.5, 12), (0.50048828125, 5), (0.49951171875, 2), (0.500244140625, 2), (0.50390625, 2), (0.49609375, 1), (0.5078125, 1), (0.498046875, 1), (0.4990234375, 1), (0.5009765625, 1), (0.501953125, 1)]",Riboflavin Metabolism,riboflavin synthase,['Rv1412'],2.0 dmlz_c --> 4r5au_c + ribflv_c,
AKGt2r,5.816532120006685,0.022946701788640902,"[(0.22422258592471359, 9), (0.220949263502455, 8), (0.2225859247135843, 7), (0.4288052373158756, 1), (0.22176759410801966, 1), (0.35924713584288054, 1), (0.23567921440261866, 1), (0.2274959083469722, 1)]",Transport,2-oxoglutarate reversible transport via symport,[],akg_e + h_c <=> akg_c + h_e,
EX_ocdca,5.784865137801084,0.023287494995997436,"[(2.7494759274268653e-15, 2), (0.2592312323385772, 1), (0.1539352668718128, 1), (0.9087222044559442, 1), (5.3915504514386185e-15, 1), (0.9087222044559446, 1), (0.15393526687181183, 1), (0.9999999999996703, 1), (2.0048261970820893e-15, 1), (0.027706788204061597, 1), (0.7836120128945531, 1), (0.9087222044561885, 1), (0.22881161901486458, 1), (0.9087222044558977, 1), (0.03130802706119213, 1), (0.9999999999996811, 1), (0.03130802706120599, 1), (2.2912299395223877e-15, 1), (0.03216493631021103, 1), (0.03216493631023704, 1), (0.08950463010744761, 1), (0.1539352668718046, 1), (0.181549262045625, 1), (0.15393526687180353, 1), (0.0, 1), (0.08886767776717497, 1), (2.9499585471350743e-15, 1), (3.587206874064738e-15, 1)]",Exchange,,[],ocdca_e --> ,
SKMt2,5.4256837098692134,0.027569661075142315,"[(0.027027027027027025, 22), (0.05405405405405405, 4), (0.0, 3)]",Transport,SKMt2,['Rv1200'],h_e + skm_e <=> h_c + skm_c,
CYRDAAT,5.320197044334967,0.028987365559158287,"[(3.912065328205463e-15, 2), (3.946516001350129e-15, 2), (3.919721033348722e-15, 2), (3.9332979479387205e-15, 1), (3.903452659919296e-15, 1), (3.9369463699210556e-15, 1), (3.9082374756338334e-15, 1), (3.898667844204759e-15, 1), (0.9999999999999717, 1), (3.920827521982709e-15, 1), (7.839442066697444e-15, 1), (3.881442507632426e-15, 1), (3.901538733633482e-15, 1), (3.929290664777796e-15, 1), (3.875700728774981e-15, 1), (3.973310969351536e-15, 1), (3.9522577802075734e-15, 1), (3.947682300180547e-15, 1), (3.9277056945723554e-15, 1), (3.9350324436352406e-15, 1), (3.902495696776388e-15, 1), (3.961827411636648e-15, 1), (3.909284154071388e-15, 1), (3.91302229134837e-15, 1), (3.915893180777093e-15, 1), (0.9999999999999893, 1)]",Cofactor and Prosthetic Group Biosynthesis,"cob(I)yrinic acid a,c-diamide adenosyltransferase",['Rv2849c'],atp_c + co1dam_c + h_c --> adcobdam_c + pppi_c,
SERAT,5.30193772299734,0.029240854933016404,"[(0.48131642045183415, 1), (0.7453623922617144, 1), (0.9297376212282651, 1), (0.7453623922594064, 1), (0.929737621228273, 1), (0.7453623922637734, 1), (0.7453623922637731, 1), (0.7453623922637155, 1), (0.48131642045525286, 1), (0.7489192660038356, 1), (0.9297376212282672, 1), (0.4813164204519865, 1), (0.5961782567479796, 1), (0.8670463268517329, 1), (0.7453623922637169, 1), (0.9999999999942076, 1), (0.745362392263735, 1), (0.7453623922637477, 1), (0.4813164204518343, 1), (0.4813164204518354, 1), (0.47350476503278577, 1), (0.7453623922637754, 1), (0.9297376212282699, 1), (0.7453623922637593, 1), (3.3956805907154387e-15, 1), (0.481316420451843, 1), (0.47350476503274197, 1), (0.48131642045183654, 1), (0.7453623922637573, 1)]",Cysteine and methionine metabolism,serine O-acetyltransferase,['Rv2335'],accoa_c + ser__L_c --> acser_c + coa_c,
FADE52,5.183869438220984,0.030940391293640894,"[(0.7142857142857142, 8), (0.5714285714285714, 7), (0.8571428571428571, 4), (0.2857142857142857, 4), (1.0, 3), (0.42857142857142855, 1), (0.6428571428571428, 1), (0.0, 1)]",Cholesterol degradation,MNXR22325,"['Rv3546', 'Rv3522']",coa_c + ocholc5coa_c --> accoa_c + cholc3coa_c,
FBPA,5.024603344031267,0.033408779728384394,"[(0.05265716964980311, 2), (0.051577291976185685, 1), (0.05134770826542687, 1), (0.05134770826542115, 1), (0.05134770826542682, 1), (0.0524309718194285, 1), (0.051021933083319274, 1), (0.051314439435188555, 1), (0.051522506053847596, 1), (0.05265716964980554, 1), (0.05148114756765249, 1), (0.05103454990329898, 1), (0.05252042773467905, 1), (0.05110168800796803, 1), (0.0527471126421464, 1), (0.051101688007967744, 1), (0.05102193308331946, 1), (0.05068771902286721, 1), (0.05050193532572318, 1), (0.05074075868669428, 1), (0.05243097181942839, 1), (0.05094889316516478, 1), (0.0513477082654267, 1), (0.05102193308331944, 1), (0.05050193532572414, 1), (0.05074075868669399, 1), (0.050501935325724154, 1), (0.051021933083319454, 1)]",Mycolic acid pathway,MNXR90624,"['Rv3804c', 'Rv0129c', 'Rv3803c', 'Rv1886c']",h2o_c + 2.0 tre6mm_c --> 2.0 h_c + tdm3_c + tre_c,['Rv0129c']
FASm2801,4.9897386974671125,0.03397778529371835,"[(0.7138937879678621, 7), (0.7139917695473251, 5), (0.713795806388399, 3), (0.713697824808936, 2), (0.7149715853419557, 1), (0.8622378992749363, 1), (0.7140897511267882, 1), (0.07858122672937495, 1), (1.0, 1), (0.7135998432294729, 1), (0.7143836958651774, 1), (0.7147756221830296, 1), (0.7156574563981972, 1), (0.932490691749951, 1), (0.0473251028806585, 1), (0.8204977464236723, 1)]",Membrane Metabolism,FASm2801,['Rv2940c'],3.0 h_c + hmocta_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + hpmtria_c + 2.0 nadp_c,
TMN,4.987301147454426,0.03401796734510624,"[(3.523109050568842e-13, 2), (3.5170347246195855e-13, 2), (3.520071887594214e-13, 1), (0.9999999999676444, 1), (0.9057339362720258, 1), (0.9999999999757279, 1), (0.9057339362599759, 1), (0.9999999999945732, 1), (0.9999999999945953, 1), (0.3041189293477204, 1), (0.9057339362766452, 1), (0.9057339362860706, 1), (0.30411892929500844, 1), (0.6698113207511928, 1), (0.9057339363041292, 1), (3.513997561644957e-13, 1), (0.9999999999945653, 1), (0.30411892935984575, 1), (0.3041189293357755, 1), (0.6352678508502884, 1), (0.9999999999945708, 1), (0.9057339362908321, 1), (0.9999999999945722, 1), (0.9999999999945864, 1), (0.3041189293598439, 1), (0.6352678508399213, 1), (0.30411892935984836, 1)]",Cofactor and Prosthetic Group Biosynthesis,thiaminase,[],h2o_c + thm_c --> 4ahmmp_c + 4mhetz_c + h_c,
UAGPT1,4.937947592830258,0.034842989160334764,"[(0.3333333333333333, 13), (0.6666666666666666, 6), (0.5, 5), (0.0, 4), (0.16666666666666666, 1)]",Peptidoglycan Metabolism,UAGPT1,['Rv2153c'],uaAgla_c + uacgam_c --> h_c + uaaAgla_c + udp_c,
UAGPT2,4.937947592830258,0.034842989160334764,"[(0.3333333333333333, 13), (0.6666666666666666, 6), (0.5, 5), (0.0, 4), (0.16666666666666666, 1)]",Peptidoglycan Metabolism,UAGPT2,['Rv2153c'],uaGgla_c + uacgam_c --> h_c + uaaGgla_c + udp_c,
CLPNS160190,4.712173410588901,0.03891155232229611,"[(0.5206611570247934, 3), (0.48760330578512395, 3), (0.47107438016528924, 2), (0.5041322314049587, 2), (0.4380165289256198, 2), (0.2892561983471074, 1), (0.371900826446281, 1), (1.0, 1), (0.6363636363636364, 1), (0.5785123966942148, 1), (0.7024793388429752, 1), (0.768595041322314, 1), (0.7272727272727273, 1), (0.5289256198347108, 1), (0.5867768595041323, 1), (0.8347107438016529, 1), (0.4462809917355372, 1), (0.4628099173553719, 1), (0.6033057851239669, 1), (0.4049586776859504, 1), (0.512396694214876, 1), (0.6198347107438016, 1)]",Glycerophospholipid metabolism,CLPNS160190,['Rv1822'],2.0 pg160190_c <=> clpn160190_c + glyc_c,
EX_hdca,4.636641618533703,0.04038849913156686,"[(4.716024595913892e-14, 10), (4.70316938868204e-14, 1), (5.5607953568642e-14, 1), (0.7402025687806614, 1), (0.0, 1), (0.7402025687806638, 1), (1.0, 1), (3.1337322314904464e-13, 1), (0.7388534532845266, 1), (0.7402025687802263, 1), (4.756426675785429e-14, 1), (0.7863317405260033, 1), (4.786728235689081e-14, 1), (0.893351542621679, 1), (5.176975598084604e-14, 1), (4.932726660679406e-14, 1), (4.6586352779145503e-14, 1), (0.0949569685212897, 1), (4.9510912424391953e-14, 1), (5.1567745581488354e-14, 1)]",Exchange,,[],hdca_e --> ,
NAGINS,4.5875675007795405,0.04138150658376209,"[(0.011152740263134965, 21), (0.011065609479829222, 4), (0.011154101681624116, 1), (0.011239871046440707, 1), (0.011109174871482094, 1), (0.011151378844645813, 1)]",Redox Metabolism,MNXR21171,[],h2o_c + iacgam3p_c <=> 2.0 h_c + iacgam_c + pi_c,
MTI,4.524383644502999,0.04270031039917148,"[(0.45038167938931295, 15), (0.4465648854961832, 3), (0.4484732824427481, 2), (0.3893129770992366, 2), (0.46564885496183206, 1), (0.5038167938931297, 1), (0.4389312977099236, 1), (0.42748091603053434, 1), (0.4580152671755725, 1), (0.4045801526717557, 1), (0.3740458015267175, 1)]",Alternate Carbon Metabolism,maltose trehalose isomerase,['Rv0126'],tre_c <=> malt_c,
ENO,4.511936339522526,0.042965603499629815,"[(0.045454545454545456, 22), (0.09090909090909091, 7)]",Glycolysis/Gluconeogenesis,enolase,['Rv1023'],2pg_c <=> h2o_c + pep_c,
FAO3,4.462368336124978,0.04404045023118398,"[(0.1138199439822506, 1), (0.5540772347553327, 1), (0.5591003891168922, 1), (0.40493907678106933, 1), (0.5591003891168951, 1), (0.3774118547529125, 1), (0.9999999999999971, 1), (0.2086442101139499, 1), (0.24218584339781207, 1), (0.8086713317526479, 1), (0.5591003891178122, 1), (0.18937382469959563, 1), (0.20322402194023387, 1), (0.6893600699540066, 1), (0.48944591787190095, 1), (0.6988457955294374, 1), (0.4894459178719027, 1), (0.40493907678329644, 1), (0.0857301800773802, 1), (0.08573018007739625, 1), (0.44770877390452857, 1), (0.5540772347553125, 1), (0.17584015311547513, 1), (0.5540772347553135, 1), (0.2086442101139629, 1), (0.11222851370005577, 1), (0.4420017208358755, 1), (0.11222851370005854, 1), (0.40493907678329844, 1)]",Fatty Acid Metabolism,FAO3,"['Rv0860', 'Rv0468', 'Rv1323', 'Rv0859', 'Rv1144']",atp_c + 9.0 coa_c + 8.0 fad_c + 8.0 h2o_c + 8.0 nad_c + ocdca_c --> 9.0 accoa_c + amp_c + 8.0 fadh2_c + 8.0 h_c + 8.0 nadh_c + ppi_c,
FORt,4.420723794524439,0.044966703890283434,"[(0.3819405496354459, 23), (0.3763320246775098, 1), (0.3954010095344924, 1), (0.3825014021312395, 1), (0.46045989904655077, 1), (0.0, 1), (0.2585530005608525, 1)]",Transport,formate transport via diffusion,[],for_e <=> for_c,
GXRA,4.392324733189019,0.04561082157385415,"[(9.604400608154151e-13, 3), (9.59177182124904e-13, 2), (9.617029395059262e-13, 2), (9.621886620791997e-13, 2), (9.641315523722938e-13, 2), (0.9999999999999972, 1), (9.606343498447245e-13, 1), (9.60148627271451e-13, 1), (9.615086504766168e-13, 1), (5.713277073660095e-12, 1), (9.628686736817826e-13, 1), (9.63742974313675e-13, 1), (9.610229279033433e-13, 1), (9.616057949912715e-13, 1), (9.62091517564545e-13, 1), (0.4231382493634253, 1), (9.625772401378185e-13, 1), (9.675454881730161e-13, 1), (9.631601072257467e-13, 1), (9.619943730498903e-13, 1), (9.577200144050835e-13, 1), (9.560685576559536e-13, 1), (9.569428582878459e-13, 1)]",Glyoxylate Metabolism,Glyoxylate reductive aminase,['Rv2780'],glx_c + h_c + nadh_c + nh4_c --> gly_c + h2o_c + nad_c,['Rv2780']
COCHL,4.370174998065796,0.046120353957194334,"[(5.046828147156476e-15, 3), (5.0345904455387355e-15, 3), (4.978297018097126e-15, 2), (5.013174467707688e-15, 1), (5.029695364891639e-15, 1), (5.002772421332608e-15, 1), (4.9489265342145465e-15, 1), (5.017457663273897e-15, 1), (4.951374074538095e-15, 1), (0.026862133554467534, 1), (4.992982260038415e-15, 1), (0.0, 1), (5.044380606832928e-15, 1), (7.048916131818939e-15, 1), (5.016233893112123e-15, 1), (4.988087179391319e-15, 1), (4.983192098744222e-15, 1), (5.0095031572223656e-15, 1), (5.007667501979705e-15, 1), (4.98563963906777e-15, 1), (5.011338812465027e-15, 1), (4.970954397126481e-15, 1), (0.00816928329694738, 1), (0.026862133554468117, 1)]",Cofactor and Prosthetic Group Biosynthesis,cobaltochelatase,['Rv2062c'],atp_c + cobalt2_c + h2o_c + hgbam_c --> adp_c + co2dam_c + 2.0 h_c + pi_c,
TRPS2,4.152761840538306,0.05147420651956056,"[(0.9979242342122259, 9), (0.9989621171061129, 7), (1.0, 2), (0.9984433439193501, 2), (0.9992215036994944, 2), (0.9994808902928758, 2), (0.9976646793586638, 1), (0.9974051245051017, 1), (0.9984430073989887, 1), (0.9987025622525508, 1), (0.9984431756591694, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",Tryptophan synthase (indole),"['Rv1613', 'Rv1612']",indole_c + ser__L_c --> h2o_c + trp__L_c,
MMSAD1,3.9924565829741465,0.05586840153446374,"[(0.45454545454545453, 3), (0.7045454545454546, 3), (0.47727272727272724, 2), (0.43181818181818177, 2), (0.6590909090909091, 2), (0.8409090909090908, 2), (0.5227272727272727, 2), (0.8636363636363636, 1), (0.40909090909090906, 1), (0.5909090909090908, 1), (0.3409090909090909, 1), (0.11363636363636359, 1), (0.7159090909090908, 1), (0.6363636363636364, 1), (0.5454545454545454, 1), (1.0, 1), (0.09090909090909088, 1), (0.5681818181818181, 1), (0.38636363636363635, 1), (0.6136363636363636, 1)]",Alternate Carbon Metabolism,MMSAD1,['Rv0753c'],2mop_c + coa_c + nad_c --> co2_c + nadh_c + ppcoa_c,
FASm2601,3.9725411937213972,0.05644313426321555,"[(0.545168774792306, 8), (0.5450939300950527, 5), (0.5452436194895591, 4), (0.46216600553850756, 1), (0.5454681535813187, 1), (0.9354838709677419, 1), (0.23269216376019752, 1), (0.5450190853977995, 1), (0.6161963924855923, 1), (1.0, 1), (0.5452061971409325, 1), (0.5296010777636404, 1), (0.5453933088840656, 1), (0.5453184641868123, 1), (0.5449442407005464, 1)]",Membrane Metabolism,FASm2601,['Rv2940c'],3.0 h_c + mmcoa__S_c + 2.0 nadph_c + pmhexc_c --> co2_c + coa_c + h2o_c + hmocta_c + 2.0 nadp_c,
ETOHt2r,3.9277297346858715,0.05776079511002497,"[(0.7034146341463414, 22), (0.7346341463414634, 1), (0.953170731707317, 1), (0.6425860588154181, 1), (0.5970731707317073, 1), (0.6917073170731707, 1), (0.6502439024390243, 1), (0.5541463414634146, 1)]",Transport,ethanol reversible transport via proton symport,[],etoh_e + h_c <=> etoh_c + h_e,
VALTA,3.8580967248334432,0.059877547219384944,"[(0.6, 16), (0.4, 6), (0.7999999999999999, 2), (0.2, 1), (0.7, 1), (0.3, 1), (1.0, 1), (0.5, 1)]","Valine, Leucine, and Isoleucine Metabolism",valine transaminase,['Rv2210c'],akg_c + val__L_c <=> 3mob_c + glu__L_c,
DESAT16,3.8091193035709168,0.06141871736283921,"[(1.859709169749794e-14, 9), (1.8323605054887675e-14, 2), (1.8460348376192807e-14, 2), (0.9123252422525827, 1), (1.8050118412277412e-14, 1), (0.912325242252583, 1), (0.9999999999999812, 1), (0.7904384690467395, 1), (0.9123252422526884, 1), (0.2376943783801783, 1), (0.9123252422526248, 1), (0.9999999999999741, 1), (1.0, 1), (0.7925277266576123, 1), (0.4583237808726031, 1), (1.3947818773123453e-14, 1), (1.8870578340108203e-14, 1), (1.9144064982718466e-14, 1), (1.7776631769667148e-14, 1)]",Fatty Acid Metabolism,Palmitoyl CoA desaturase  n C160CoA   n C161CoA ,['Rv3229c'],h_c + nadph_c + o2_c + pmtcoa_c --> 2.0 h2o_c + hdcoa_c + nadp_c,
SHK3Dr,3.8086193991434913,0.06143467654883481,"[(0.6, 4), (0.31999999999999995, 3), (0.39999999999999997, 3), (0.48, 2), (0.36, 2), (0.49999999999999994, 2), (0.27999999999999997, 2), (0.43999999999999995, 2), (0.42, 1), (0.0, 1), (0.8399999999999999, 1), (0.6399999999999999, 1), (0.08000000000000002, 1), (0.3, 1), (0.5399999999999999, 1), (0.24, 1), (0.76, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",shikimate dehydrogenase,['Rv2552c'],3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c,
FORMCOAL,3.802924288538204,0.06161682023917992,"[(0.5, 22), (0.75, 4), (0.25, 3)]",Redox Metabolism,FORMCOAL,[],atp_c + coa_c + for_c <=> amp_c + forcoa_c + ppi_c,
