,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
ANPRT,27.0,1.7985245242361115e-05,"[(0.9999999999066951, 7), (0.999999999906731, 4), (0.99999999990668, 3), (0.9999999999058748, 1), (0.9999999999067302, 1), (0.999999999906124, 1), (0.9999999999054596, 1), (0.9999999999413358, 1), (0.9999999999003011, 1), (0.9999999999043725, 1), (0.9999999999079034, 1), (0.999999999586211, 1), (0.9999999999067848, 1), (0.9999999998922462, 1), (0.9999999996279123, 1), (0.9999999999073776, 1), (0.9999999999068168, 1), (0.99999999990637, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",anthranilate phosphoribosyltransferase,['Rv2192c'],anth_c + prpp_c --> ppi_c + pran_c,
CDPMEK,27.0,1.7985245242361115e-05,"[(0.9999999997999276, 1), (0.9999999997976272, 1), (0.9999999998006381, 1), (0.9999999998004152, 1), (0.9999999997767737, 1), (0.99999999979778, 1), (0.9999999998005835, 1), (0.9999999997992028, 1), (0.9999999998344715, 1), (0.9999999998034168, 1), (0.9999999997915427, 1), (0.9999999997983555, 1), (0.9999999998027818, 1), (0.9999999997992663, 1), (0.9999999998004157, 1), (0.9999999998053011, 1), (0.9999999998005737, 1), (0.9999999998004161, 1), (0.9999999998006115, 1), (0.9999999994810995, 1), (0.999999999800504, 1), (0.9999999997862106, 1), (0.9999999995263473, 1), (0.9999999997984981, 1), (0.999999999799686, 1), (0.9999999998007518, 1), (0.9999999998004014, 1), (0.9999999998058922, 1), (0.9999999998034172, 1)]",Polyprenyl Metabolism,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,['Rv1011'],4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,
CLPNS160190,27.0,1.7985245242361115e-05,"[(0.9999999999066951, 7), (0.9999999999067306, 5), (0.9999999999066809, 3), (0.9999999999058757, 1), (0.9999999998741931, 1), (0.9999999999054601, 1), (0.9999999999413363, 1), (0.9999999999003024, 1), (0.9999999999043734, 1), (0.9999999999079039, 1), (0.9999999995862119, 1), (0.9999999999067848, 1), (0.9999999998922462, 1), (0.9999999996279123, 1), (0.9999999999073776, 1), (0.9999999999068176, 1), (0.9999999999063705, 1)]",Glycerophospholipid metabolism,CLPNS160190,['Rv1822'],2.0 pg160190_c <=> clpn160190_c + glyc_c,
DASYN160190,27.0,1.7985245242361115e-05,"[(0.9999999999066953, 7), (0.9999999999066806, 3), (0.9999999999067304, 2), (0.9999999999067308, 2), (0.9999999999058751, 1), (0.9999999999067299, 1), (0.9999999999061242, 1), (0.9999999999054598, 1), (0.9999999999413365, 1), (0.9999999999003022, 1), (0.9999999999043732, 1), (0.9999999999079041, 1), (0.9999999995862108, 1), (0.999999999906785, 1), (0.999999999892246, 1), (0.999999999627913, 1), (0.9999999999073765, 1), (0.9999999999068174, 1), (0.9999999999063707, 1)]",Glycerophospholipid metabolism,"CDP-diacylglycerol synthetase (C16:0, C19:0)",['Rv2881c'],ctp_c + h_c + pa160190_c --> cdpc16c19g_c + ppi_c,
GMPS2,27.0,1.7985245242361115e-05,"[(0.999999999916217, 2), (0.9999999999162241, 2), (0.9999999999154052, 1), (0.9999999999162308, 1), (0.9999999999162303, 1), (0.9999999998873486, 1), (0.9999999999162112, 1), (0.9999999999162166, 1), (0.9999999999153564, 1), (0.9999999999452822, 1), (0.9999999999153981, 1), (0.9999999999097973, 1), (0.9999999999141724, 1), (0.9999999999153111, 1), (0.9999999999174871, 1), (0.9999999999162228, 1), (0.9999999999152378, 1), (0.9999999996034179, 1), (0.9999999999163138, 1), (0.9999999999034606, 1), (0.9999999996371856, 1), (0.9999999999166869, 1), (0.9999999999162037, 1), (0.9999999999163112, 1), (0.9999999999162028, 1), (0.9999999999158933, 1), (0.9999999999155131, 1)]",Purine and Pyrimidine Biosynthesis,GMP synthase,['Rv3396c'],atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,
MECDPS,27.0,1.7985245242361115e-05,"[(0.9999999998004152, 2), (0.9999999997999276, 1), (0.9999999997976272, 1), (0.9999999998006377, 1), (0.9999999997767737, 1), (0.99999999979778, 1), (0.9999999998005835, 1), (0.999999999799202, 1), (0.9999999998344706, 1), (0.9999999998034168, 1), (0.9999999997915432, 1), (0.9999999997983555, 1), (0.9999999998027818, 1), (0.9999999997992668, 1), (0.999999999805302, 1), (0.9999999998005742, 1), (0.9999999998004161, 1), (0.9999999998006119, 1), (0.9999999994810991, 1), (0.9999999998005036, 1), (0.9999999997862106, 1), (0.9999999995263469, 1), (0.9999999997984981, 1), (0.999999999799686, 1), (0.9999999998007523, 1), (0.9999999998004014, 1), (0.9999999998058922, 1), (0.9999999998034172, 1)]",Polyprenyl Metabolism,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",['Rv3581c'],2p4c2me_c --> 2mecdp_c + cmp_c,
MYCON4,27.0,1.7985245242361115e-05,"[(0.9999999999066946, 7), (0.9999999999067302, 5), (0.9999999999066813, 3), (0.9999999999058748, 1), (0.9999999999061249, 1), (0.9999999999054596, 1), (0.9999999999413358, 1), (0.9999999999003029, 1), (0.9999999999043729, 1), (0.9999999999079043, 1), (0.999999999586211, 1), (0.9999999999067843, 1), (0.9999999998922462, 1), (0.9999999996279119, 1), (0.9999999999073772, 1), (0.9999999999068168, 1), (0.9999999999063705, 1)]",Mycolic Acid Biosynthesis,MYCON4,['Rv3800c'],chexccoa_c + 2.0 h2o_c + mmmeroacidcyc1AMP_c --> amp_c + co2_c + coa_c + 2.0 h_c + mmmycolate_c,
NADS2,27.0,1.7985245242361115e-05,"[(0.9999999993417106, 1), (0.9999999986732386, 1), (0.9999999993421609, 1), (0.9999999991578687, 1), (0.9999999769397121, 1), (0.9999999993360849, 1), (0.9999999993522866, 1), (0.999999999031925, 1), (0.999999999198709, 1), (0.9999999990346509, 1), (0.9999999992120263, 1), (0.9999999990309703, 1), (0.9999999991578679, 1), (0.9999999992194155, 1), (0.9999999993549902, 1), (0.9999999995112776, 1), (0.9999999993360857, 1), (0.9999999990930268, 1), (0.9999999993525956, 1), (0.9999999987127222, 1), (0.9999999990333741, 1), (0.9999999989248018, 1), (0.9999999989388999, 1), (0.9999999991822821, 1), (0.9999999993463318, 1), (0.99999999921822, 1), (0.9999999993535007, 1), (0.9999999990328723, 1), (0.9999999990925237, 1)]","Alanine, Aspartate, and Glutamate Metabolism",NAD synthase (glutamine-hydrolysing),['Rv2438c'],atp_c + dnad_c + gln__L_c + h2o_c --> amp_c + glu__L_c + h_c + nad_c + ppi_c,
NDPK7,27.0,1.7985245242361115e-05,"[(0.9999999999066949, 7), (0.9999999999067304, 5), (0.9999999999066806, 3), (0.9999999999058755, 1), (0.9999999999061246, 1), (0.9999999999054603, 1), (0.9999999999413369, 1), (0.9999999999003013, 1), (0.9999999999043736, 1), (0.9999999999079046, 1), (0.9999999995862117, 1), (0.9999999999067855, 1), (0.9999999998922455, 1), (0.9999999996279125, 1), (0.9999999999073779, 1), (0.9999999999068174, 1), (0.9999999999063924, 1)]",Purine and Pyrimidine Biosynthesis,nucleoside-diphosphate kinase (ATP:dCDP),['Rv2445c'],atp_c + dcdp_c <=> adp_c + dctp_c,
OCBT,27.0,1.7985245242361115e-05,"[(0.9999999998988636, 6), (0.9999999998988991, 5), (0.9999999998988498, 3), (0.9999999998980442, 1), (0.9999999998663616, 1), (0.999999999897629, 1), (0.9999999999335052, 1), (0.9999999998924709, 1), (0.9999999998965423, 1), (0.9999999999000728, 1), (1.0, 1), (0.9999999995783804, 1), (0.9999999998989537, 1), (0.9999999998844142, 1), (0.9999999996200812, 1), (0.9999999998995461, 1), (0.9999999998989857, 1), (0.9999999998985394, 1)]",Arginine and Proline Metabolism,ornithine carbamoyltransferase,['Rv1656'],cbp_c + orn_c <=> citr__L_c + h_c + pi_c,
ORNt,27.0,1.7985245242361115e-05,"[(0.7337214576654809, 29)]",Transport,ORNt,['Rv2320c'],orn_e <=> orn_c,
PHDCAt,27.0,1.7985245242361115e-05,"[(0.9999999999999999, 29)]",Transport,PHDCAt,[],phdca_e <=> phdca_c,
PRASCS,27.0,1.7985245242361115e-05,"[(0.9999999982753911, 1), (0.9999999982323469, 1), (0.9999999982862584, 1), (0.9999999982617696, 1), (0.9999999986029033, 1), (0.9999999985677479, 1), (0.9999999985717882, 1), (0.9999999982539216, 1), (0.9999999982445122, 1), (0.9999999982582275, 1), (0.999999998259669, 1), (0.9999999982548182, 1), (0.9999999982580818, 1), (0.9999999982684398, 1), (0.999999998561222, 1), (0.9999999982897503, 1), (0.999999998271309, 1), (0.9999999982551597, 1), (0.9999999982802135, 1), (0.9999999889648215, 1), (0.999999998255424, 1), (0.9999999982491832, 1), (0.9999999979848773, 1), (0.9999999982648657, 1), (0.9999999982705625, 1), (0.9999999982664063, 1), (0.9999999982670551, 1), (0.9999999982538346, 1), (0.9999999982620222, 1)]",Purine and Pyrimidine Biosynthesis,,['Rv0780'],5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,
PRFGS,27.0,1.7985245242361115e-05,"[(0.9999999982809595, 1), (0.999999998237997, 1), (0.9999999982918082, 1), (0.9999999982673651, 1), (0.9999999986078794, 1), (0.9999999985727697, 1), (0.999999998576802, 1), (0.9999999982595291, 1), (0.9999999982501282, 1), (0.9999999982638297, 1), (0.9999999982652565, 1), (0.9999999982604222, 1), (0.9999999982636845, 1), (0.9999999982740246, 1), (0.9999999985662553, 1), (0.9999999982952938, 1), (0.9999999982768859, 1), (0.9999999982607677, 1), (0.9999999982857748, 1), (0.9999999889872604, 1), (0.9999999982610315, 1), (0.9999999982547756, 1), (0.9999999979904697, 1), (0.9999999982704573, 1), (0.9999999982761416, 1), (0.9999999982719938, 1), (0.9999999982726404, 1), (0.9999999982594447, 1), (0.9999999982676173, 1)]",Purine and Pyrimidine Biosynthesis,phosphoribosylformylglycinamidine synthase,"['Rv0803', 'Rv0788']",atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,
PUNP1,27.0,1.7985245242361115e-05,"[(0.9999999999527218, 7), (0.9999999999527573, 5), (0.9999999999527076, 2), (0.9999999999519025, 1), (0.9999999999521552, 1), (0.9999999999530762, 1), (0.9999999999380575, 1), (0.9999999999462559, 1), (0.999999999952645, 1), (0.9999999999538232, 1), (0.999999999952708, 1), (0.9999999998692433, 1), (0.9999999999528124, 1), (0.9999999999382734, 1), (0.9999999996739404, 1), (0.9999999999526281, 1), (0.9999999999527698, 1), (0.9999999999523981, 1)]",Purine and Pyrimidine Biosynthesis,purine-nucleoside phosphorylase (Adenosine),['Rv3307'],adn_c + pi_c <=> ade_c + r1p_c,
RBFSa,27.0,1.7985245242361115e-05,"[(0.9999999999066802, 6), (0.9999999999067424, 2), (0.9999999999066713, 2), (0.9999999999059115, 1), (0.9999999999067313, 1), (0.9999999999066886, 1), (0.9999999999061238, 1), (0.9999999999054523, 1), (0.9999999999413383, 1), (0.9999999999067428, 1), (0.9999999999003018, 1), (0.9999999999043736, 1), (0.9999999999081253, 1), (0.9999999999068019, 1), (0.9999999995862014, 1), (0.9999999999067846, 1), (0.9999999998922486, 1), (0.9999999996279143, 1), (0.9999999999055869, 1), (0.9999999999068161, 1), (0.9999999999063689, 1), (0.9999999999067029, 1)]",Riboflavin Metabolism,riboflavin synthase,['Rv1416'],4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,
RNDR1,27.0,1.7985245242361115e-05,"[(0.999999999906696, 7), (0.999999999906731, 5), (0.9999999999066813, 3), (0.9999999999058762, 1), (0.9999999999061253, 1), (0.9999999999054605, 1), (0.9999999999413371, 1), (0.9999999999003024, 1), (0.9999999999043743, 1), (0.9999999999079043, 1), (0.9999999995862119, 1), (0.9999999999067852, 1), (0.9999999998922462, 1), (0.9999999996279132, 1), (0.9999999999073781, 1), (0.9999999999068181, 1), (0.9999999999063705, 1)]",Purine and Pyrimidine Biosynthesis,ribonucleoside-diphosphate reductase (ADP),"['Rv1981c', 'Rv3048c', 'Rv0570', 'Rv3051c']",adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,
TRESULT,27.0,1.7985245242361115e-05,"[(0.9999999999066953, 7), (0.9999999999067308, 4), (0.9999999999066811, 3), (0.9999999999058755, 1), (0.9999999999060056, 1), (0.9999999999061251, 1), (0.9999999999054603, 1), (0.9999999999413374, 1), (0.9999999999003022, 1), (0.9999999999043736, 1), (0.9999999999079046, 1), (0.9999999995862117, 1), (0.999999999906785, 1), (0.9999999998922464, 1), (0.999999999627913, 1), (0.9999999999073645, 1), (0.9999999999068174, 1), (0.9999999999063707, 1)]",Membrane Metabolism,trehalose sulfotransferase,"['Rv1373', 'Rv3529c', 'Rv2267c', 'Rv0295c']",paps_c + tre_c --> h_c + pap_c + tres_c,
UDPGALM,27.0,1.7985245242361115e-05,"[(0.9999999999066953, 18), (0.9999999999067308, 5), (0.9999999999066811, 3), (0.999999999905876, 1), (0.9999999999043736, 1), (0.9999999996552538, 1)]",Arabinogalactan biosynthesis,UDPgalactopyranose mutase,['Rv3809c'],udpgal_c --> udpgalfur_c,
UGGPT3,27.0,1.7985245242361115e-05,"[(0.9999999999066949, 7), (0.9999999999067304, 4), (0.9999999999066811, 3), (0.9999999999058755, 1), (0.9999999999067299, 1), (0.9999999999061251, 1), (0.9999999999054598, 1), (0.999999999941336, 1), (0.9999999999003022, 1), (0.9999999999043732, 1), (0.9999999999079037, 1), (0.9999999995862112, 1), (0.9999999999067841, 1), (0.999999999892246, 1), (0.9999999996279125, 1), (0.9999999999073619, 1), (0.999999999906817, 1), (0.9999999999063702, 1)]",Peptidoglycan Metabolism,UGGPT3,['Rv2153c'],uacgam_c + ugggmda_c --> h_c + udp_c + ugagmda_c,
UGMAS,27.0,1.7985245242361115e-05,"[(0.9999999999528197, 7), (0.9999999999528557, 4), (0.999999999952806, 3), (0.9999999999520004, 1), (0.9999999999528548, 1), (0.9999999999637279, 1), (0.9999999999515847, 1), (0.9999999999464253, 1), (0.9999999999464262, 1), (0.9999999999504985, 1), (0.999999999954029, 1), (0.9999999996323361, 1), (0.9999999999529099, 1), (0.999999999938278, 1), (0.999999999674037, 1), (0.9999999999534872, 1), (0.9999999999529423, 1), (0.9999999999524947, 1)]",Peptidoglycan Metabolism,UGMAS,['Rv2152c'],ala__L_c + atp_c + ugmr_c --> adp_c + h_c + pi_c + ugma_c,
EX_4hba,27.0,1.7985245242361115e-05,"[(0.9999999999527225, 7), (0.9999999999527571, 5), (0.9999999999527087, 3), (0.9999999999519023, 1), (0.999999999963628, 1), (0.999999999951487, 1), (0.9999999999463285, 1), (0.9999999999463272, 1), (0.9999999999504008, 1), (0.9999999999539313, 1), (0.9999999996322384, 1), (0.9999999999528109, 1), (0.999999999938183, 1), (0.9999999996739393, 1), (0.9999999999533895, 1), (0.9999999999528446, 1), (0.9999999999523974, 1)]",Exchange,,[],4hba_e --> ,
GCALDD,27.0,1.7985245242361115e-05,"[(0.999999999569718, 1), (0.9999999995701399, 1), (0.9999999995671178, 1), (0.9999999995701923, 1), (0.9999999995756021, 1), (0.9999999995698312, 1), (0.9999999995701865, 1), (0.9999999995689124, 1), (0.999999999564122, 1), (0.9999999995682249, 1), (0.9999999995643627, 1), (0.9999999995689972, 1), (0.9999999995703996, 1), (0.9999999995714548, 1), (0.9999999995696061, 1), (0.9999999995703255, 1), (0.9999999995701576, 1), (0.9999999995701647, 1), (0.9999999995704432, 1), (0.9999999992502495, 1), (0.9999999995701554, 1), (0.9999999995627937, 1), (0.9999999992640256, 1), (0.9999999995698619, 1), (0.9999999995702744, 1), (0.9999999995704525, 1), (0.9999999995702309, 1), (0.999999999569896, 1), (0.999999999424551, 1)]",Glyoxylate Metabolism,Glycolaldehyde dehydrogenase,[],gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,
DRBK,27.0,1.7985245242361115e-05,"[(0.9967673889817276, 29)]",Pentose Phosphate Pathway,Deoxyribokinase,[],2dr5p_c + adp_c + h_c <=> atp_c + drib_c,
GSEALD,27.0,1.7985245242361115e-05,"[(0.9999999999062714, 7), (0.9999999999063065, 4), (0.9999999999062572, 3), (0.9999999999054521, 1), (0.9999999999063078, 1), (0.9999999999171787, 1), (0.9999999999050369, 1), (0.999999999940913, 1), (0.9999999998998788, 1), (0.999999999903951, 1), (0.999999999907482, 1), (0.9999999995857882, 1), (0.9999999999063598, 1), (0.9999999998918216, 1), (0.9999999996274895, 1), (0.9999999999069411, 1), (0.9999999999063935, 1), (0.9999999999059472, 1)]",Cofactor and Prosthetic Group Biosynthesis,GSEALD,[],glu__L_c + 2.0 h_c + nadph_c --> glu1sa_c + h2o_c + nadp_c,
PKS2,27.0,1.7985245242361115e-05,"[(0.9999999999066946, 7), (0.9999999999067302, 5), (0.9999999999066809, 3), (0.9999999999058757, 1), (0.9999999998741926, 1), (0.9999999999054601, 1), (0.9999999999413367, 1), (0.999999999900302, 1), (0.9999999999043734, 1), (0.9999999999079034, 1), (0.9999999995862114, 1), (0.9999999999067848, 1), (0.9999999998922462, 1), (0.9999999996279128, 1), (0.9999999999073776, 1), (0.9999999999068172, 1), (0.9999999999063705, 1)]",Lipid metabolism,PKS2,['Rv3825c'],23.0 h_c + hdcaMAS_c + malcoa_c + 7.0 mmcoa__S_c + 15.0 nadph_c --> 8.0 co2_c + 7.0 coa_c + 7.0 h2o_c + hphthiocnylcoa_c + mas_c + 15.0 nadp_c,
MAS3,27.0,1.7985245242361115e-05,"[(0.9999999999066944, 7), (0.9999999999067299, 5), (0.9999999999066806, 3), (0.9999999999058751, 1), (0.9999999998741924, 1), (0.9999999999054598, 1), (0.999999999941336, 1), (0.9999999999003022, 1), (0.9999999999043732, 1), (0.9999999999079028, 1), (0.9999999995862112, 1), (0.9999999999067846, 1), (0.9999999998922455, 1), (0.9999999996279125, 1), (0.999999999907377, 1), (0.9999999999068179, 1), (0.9999999999063698, 1)]",Lipid metabolism,MAS3,['Rv2940c'],mas_c + pmtcoa_c --> coa_c + hdcaMAS_c,
NPHS,18.0,0.00023227694871045493,"[(0.999999998995502, 2), (0.9999999989957786, 1), (0.9999999989956281, 1), (0.9999999989946564, 1), (0.9999999989940849, 1), (0.9999999989813759, 1), (0.9999999989934196, 1), (0.9999999990292967, 1), (0.999999999009628, 1), (0.9999999989882624, 1), (0.9999999989936421, 1), (0.99999999900657, 1), (0.9999999989969519, 1), (0.999999998994656, 1), (0.9999999990192678, 1), (0.9999999989955064, 1), (0.9999999989946582, 1), (0.9999999989955028, 1), (0.9999999986741719, 1), (0.9999999989947452, 1), (0.9999999989802062, 1), (0.9999999987158728, 1), (0.9999999989932198, 1), (0.999999998991034, 1), (0.9999999989958643, 1), (0.9999999989946409, 1), (0.9999999989943305, 1), (0.9999999990096284, 1)]",Cofactor and Prosthetic Group Biosynthesis,naphthoate synthase,['Rv0548c'],sbzcoa_c --> coa_c + dhna_c,
