,0
FAD_20_max,-0.0
FAD_23_max,-0.0
FAD_24_max,-0.0
FAD_24_min,-0.0
ACChex_max,0.0
FAD_25_max,-0.0
FAD_1_max,-0.0
FAD_1_min,-0.0
FAD_3_max,-9.215823453001859e-17
MSHS_max,-2.4782422194321977e-17
ASPt2r_max,1.3558459840550904e-17
FAS260_max,1.2963528981402612e-17
PREPTHS_min,3.113851357658379e-17
FAS160_min,1.3704729946386237e-16
FAD_13_max,0.1872501039917723
FAD_12_max,0.1872501039917723
FAD_11_max,0.1872501039917723
FAD_14_max,0.18855944950343703
FAD_17_max,0.1891328833984415
FAD_16_max,0.18913288337178522
FAD_18_max,0.1891328833984415
FAD_19_max,0.1891328833984415
FAD_15_max,0.1891328833984415
G3PD1ir_max,-0.0
PHETA1_min,0.015466041616463184
TYRTA_min,-0.019890402435328684
ALAD_L_max,0.0555449794655975
GXRA_max,0.007510337705642234
VPAMTr_min,-0.06712920918931835
FAD_15_min,0.031040049936716302
FAD_19_min,0.031040049936716302
FAD_18_min,0.031040049936716302
FAD_11_min,0.031040049936716302
FAD_12_min,0.031040049936716302
FAD_13_min,0.031040049936716302
FAD_16_min,0.031040049936716302
FAD_9_min,0.03104004993671632
FAD_10_min,0.03104004993671632
FAD_14_min,0.03104004993671632
FAD_8_min,0.03104004993671634
FAD_17_min,0.031040049936716354
MCOATA_max,0.033641424842458495
FAS200_max,-0.03330272325778439
DHFR_min,0.04072087563309292
TMDS_min,0.04259607849251424
MAN1PT_max,0.04985811764716918
MAN1PT2_min,0.04985811764716918
MAN1PT_min,0.04985811764716918
PGCD_max,0.0654397331291381
NARK_min,0.05187308474925317
NARK_max,0.08639136405072237
PGCD_min,0.0835354506539164
PREPTHS2_max,0.019065769363328468
PPDIMAT_max,0.019065769363328468
CYSM_II_min,0.07323456171966002
CYSM_II_max,0.08343319690898333
CAT_max,0.09841722225614347
ADNCYC_min,0.2867991946892888
PPCOAC_min,0.09384644997165242
KGD2_max,0.14185648092337655
KGD2_min,0.14478182775338633
VPAMTr_max,-0.2166061269268289
PHETA1_max,-0.1776716926097867
PYK_min,0.027326366914294367
DHPPDA2_max,0.03187972916162091
DHPPDA_max,0.03187972916162091
ASNt2r_min,-0.08113327065352342
ASPt2r_min,-0.14547363745407768
TYRTA_max,-0.19062820676432754
DHFR_max,0.16529462718821747
MCD_min,0.24655585555229373
PPCOAC_max,0.05157198336215142
FAS80_L_max,0.0
FAS160_max,-1.1989652517317355e-16
FAS100_max,0.0
FAS140_max,0.0
FAS120_max,0.0
FAS181_max,0.0
Kabc_max,-0.2723614391185836
FAS180_max,8.131291597483643e-17
Kabc_min,-0.0
OXCDC_min,0.3983926068963546
ACCOAC_min,0.5302053187001435
MCD_max,0.2093458981573354
FAS161_max,0.0
OXCDC_max,0.3948422924780536
ACCOAC_max,0.232827895651834
